,,,purchased_price,produced_price
Northern,Potato ,Piece,0.5,
Northern,Potato ,Tubers,0.625,
Northern,Rice (imported),American Tin (Olonka),4.75,
Northern,Rice (imported),Bowl,7.0,
Northern,Rice (imported),Kilogram,6.0,
Northern,Rice (imported),Margarin tin,8.0,
Northern,Rice (imported),Satchet,1.0,
Northern,Rice (local),American Tin (Olonka),7.0,5.0
Northern,Rice (local),Bowl,6.0,5.0
Northern,Rice (local),Margarin tin,6.0,1.0
Northern,Salmon (smoked),Bowl,30.0,
Northern,Salmon (smoked),Fingers,2.3333333333333335,
Northern,Salmon (smoked),Heap,2.0,
Northern,Salmon (smoked),Kilogram,10.0,
Northern,Salmon (smoked),Millilitre,5.0,
Northern,Salmon (smoked),Other unit,3.625,
Northern,Salmon (smoked),Piece,2.0,
Northern,Salmon (smoked),Pound,6.0,
Northern,Salmon (smoked),Single,2.0,
Northern,Salt,American Tin (Olonka),6.0,
Northern,Salt,Balls,1.0,
Northern,Salt,Bowl,5.0,
Northern,Salt,Bunch,1.0,
Northern,Salt,Bundle,1.0,
Northern,Salt,Fanta bottle,1.0,
Northern,Salt,Gram,0.005625,
Northern,Salt,Heap,1.0,
Northern,Salt,Margarin tin,1.0,
Northern,Salt,Mini bag,1.0,
Northern,Salt,Other unit,0.5,
Northern,Salt,Packet,1.5,
Northern,Salt,Piece,1.0,
Northern,Salt,Pound,1.0,
Northern,Salt,Satchet,1.0,
Northern,Salt,Single,0.5,
Northern,Salt,Tin,0.5,
Northern,Sausage (chicken),Packet,5.0,
Northern,Schnapps,Piece,10.0,
Northern,Schnapps,Single,15.0,
Northern,Shallot,Bowl,6.0,
Northern,Shallot,Bunch,1.0,
Northern,Shallot,Bundle,1.0,
Northern,Shallot,Heap,2.0,
Northern,Shallot,Maxi bag,2.0,
Northern,Shallot,Other unit,1.0,
Northern,Shallot,Packet,2.0,
Northern,Shallot,Piece,1.0,
Northern,Shallot,Set,1.0,
Northern,Shallot,Single,0.16666666666666666,
Northern,Shea Butter,American Tin (Olonka),5.0,
Northern,Shea Butter,Balls,0.5,1.0
Northern,Shea Butter,Beer bottle,4.0,
Northern,Shea Butter,Bowl,8.0,5.5
Northern,Shea Butter,Fanta bottle,2.0,
Northern,Shea Butter,Heap,1.0,
Northern,Shea Butter,Litres,5.833333333333334,
Northern,Shea Butter,Other unit,2.0,
Northern,Shea Butter,Piece,0.2,
Northern,Shea Butter,Single,0.2,
Northern,Shrimp,American Tin (Olonka),10.0,
Northern,Shrimp,Bowl,20.0,
Northern,Shrimp,Bundle,2.0,
Northern,Shrimp,Heap,2.0,
Northern,Soft Drinks,Beer bottle,2.5,
Northern,Soft Drinks,Box/Carton,20.0,
Northern,Soft Drinks,Bunch,10.0,
Northern,Soft Drinks,Bundle,0.5,
Northern,Soft Drinks,Crate,22.0,
Northern,Soft Drinks,Fanta bottle,2.0,
Northern,Soft Drinks,Litres,7.0,
Northern,Soft Drinks,Loaf,2.0,
Northern,Soft Drinks,Millilitre,1.0,
Northern,Soft Drinks,Other unit,1.5,
Northern,Soft Drinks,Packet,15.0,
Northern,Soft Drinks,Piece,2.0,
Northern,Soft Drinks,Satchet,0.75,
Northern,Soft Drinks,Single,2.0,
Northern,Soybean,American Tin (Olonka),,8.0
Northern,Soybean,Bowl,,4.0
Northern,Soybean,Margarin tin,,2.0
Northern,Spaghetti,Other unit,5.0,
Northern,Spaghetti,Packet,2.5,
Northern,Spaghetti,Satchet,2.75,
Northern,Spaghetti,Single,2.5,
Northern,Spinach,Bundle,,1.0
Northern,Spinach,Heap,,1.0
Northern,Sugar (cubed),Bowl,12.0,
Northern,Sugar (cubed),Box/Carton,4.0,
Northern,Sugar (cubed),Bundle,3.5,
Northern,Sugar (cubed),Heap,1.5,
Northern,Sugar (cubed),Other unit,0.5,
Northern,Sugar (cubed),Piece,0.5,
Northern,Sugar (cubed),Tin,1.0,
Northern,Sugar (granulated),American Tin (Olonka),12.0,
Northern,Sugar (granulated),Bowl,12.0,
Northern,Sugar (granulated),Bunch,13.0,
Northern,Sugar (granulated),Bundle,1.0,
Northern,Sugar (granulated),Fanta bottle,2.0,
Northern,Sugar (granulated),Fingers,15.0,
Northern,Sugar (granulated),Gram,0.18333333333333335,
Northern,Sugar (granulated),Heap,1.0,
Northern,Sugar (granulated),Margarin tin,2.5,
Northern,Sugar (granulated),Mini bag,0.2,
Northern,Sugar (granulated),Other unit,0.5,
Northern,Sugar (granulated),Piece,0.5,
Northern,Sugar (granulated),Pot,0.5,
Northern,Sugar (granulated),Pound,0.8,
Northern,Sugar (granulated),Satchet,1.0,
Northern,Sugar (granulated),Set,0.5,
Northern,Sugar (granulated),Single,0.5,
Northern,Sugar (granulated),Tin,1.0,
Northern,Sweet Pepper,Bundle,1.0,
Northern,Sweet Pepper,Heap,2.0,
Northern,Sweet Pepper,Piece,0.5,
Northern,Sweet Pepper,Single,0.5,
Northern,Sweet Potato ,Bowl,,3.0
Northern,Sweet Potato ,Heap,,2.0
Northern,Sweet Potato ,Tubers,,0.33
Northern,Tea bag,1000 kg /metric tonnes/tonnes,0.25,
Northern,Tea bag,Balls,0.2,
Northern,Tea bag,Basket,1.0,
Northern,Tea bag,Bowl,3.0,
Northern,Tea bag,Box/Carton,5.0,
Northern,Tea bag,Bundle,1.5,
Northern,Tea bag,Heap,4.5,
Northern,Tea bag,Millilitre,0.25,
Northern,Tea bag,Other unit,0.74,
Northern,Tea bag,Packet,3.0,
Northern,Tea bag,Piece,0.16666666666666666,
Northern,Tea bag,Satchet,0.2,
Northern,Tea bag,Single,0.16666666666666666,
Northern,Tea bag,Tubers,5.0,
Northern,Tilapia,Bowl,17.5,
Northern,Tilapia,Fingers,2.041666666666667,
Northern,Tilapia,Heap,3.0,
Northern,Tilapia,Kilogram,4.0,
Northern,Tilapia,Other unit,15.0,
Northern,Tilapia,Piece,0.5571428571428572,
Northern,Tilapia,Satchet,2.0,
Northern,Tilapia,Single,3.3333333333333335,
Northern,Tilapia,Tin,1.5,
Northern,Tobacco,Balls,1.0,
Northern,Tobacco,Bundle,0.5,
Northern,Tobacco,Heap,1.0,
Northern,Tobacco,Other unit,0.5,
Northern,Tobacco,Packet,0.5,
Northern,Tobacco,Piece,1.0,
Northern,Tobacco,Rolls,0.5,
Northern,Tomato (fresh),American Tin (Olonka),5.0,
Northern,Tomato (fresh),Balls,1.0833333333333333,
Northern,Tomato (fresh),Basket,12.0,
Northern,Tomato (fresh),Beer bottle,1.0,
Northern,Tomato (fresh),Bowl,6.0,3.0
Northern,Tomato (fresh),Box/Carton,30.0,
Northern,Tomato (fresh),Bucket,12.0,
Northern,Tomato (fresh),Bunch,1.0,
Northern,Tomato (fresh),Bundle,1.0,
Northern,Tomato (fresh),Heap,1.0,0.5
Northern,Tomato (fresh),Margarin tin,3.0,
Northern,Tomato (fresh),Maxi bag,1.0,
Northern,Tomato (fresh),Mini bag,1.0,
Northern,Tomato (fresh),Other unit,1.0,
Northern,Tomato (fresh),Piece,0.25,
Northern,Tomato (fresh),Satchet,2.0,
Northern,Tomato (fresh),Set,2.0,
Northern,Tomato (fresh),Single,0.2,
Northern,Tomato (paste),1000 kg /metric tonnes/tonnes,0.5,
Northern,Tomato (paste),American Tin (Olonka),20.0,
Northern,Tomato (paste),Balls,1.0,
Northern,Tomato (paste),Bowl,1.0,
Northern,Tomato (paste),Box/Carton,12.0,
Northern,Tomato (paste),Bundle,0.6666666666666666,
Northern,Tomato (paste),Gram,0.00875,
Northern,Tomato (paste),Heap,0.5,
Northern,Tomato (paste),Maxi bag,0.6,
Northern,Tomato (paste),Mini bag,0.75,
Northern,Tomato (paste),Other unit,1.0,
Northern,Tomato (paste),Packet,3.3333333333333335,
Northern,Tomato (paste),Piece,1.5,
Northern,Tomato (paste),Pot,2.5,
Northern,Tomato (paste),Pound,0.7999999999999999,
Northern,Tomato (paste),Rolls,2.5,
Northern,Tomato (paste),Satchet,0.7,
Northern,Tomato (paste),Set,4.125,
Northern,Tomato (paste),Single,1.0,
Northern,Tomato (paste),Tin,2.0,
Northern,Tuna (processed),Single,4.0,
Northern,Vinegar,Bundle,1.5,
Northern,Vinegar,Heap,1.0,
Northern,Vinegar,Other unit,1.5,
Northern,Water,Box/Carton,18.0,
Northern,Water,Crate,17.0,
Northern,Water,Heap,3.0,
Northern,Water,Litres,2.25,
Northern,Water,Maxi bag,3.0,
Northern,Water,Millilitre,0.2,
Northern,Water,Mini bag,3.0,
Northern,Water,Other unit,2.5,
Northern,Water,Packet,3.0,
Northern,Water,Piece,0.2,
Northern,Water,Pot,3.0,
Northern,Water,Pound,0.15,
Northern,Water,Satchet,0.16666666666666666,
Northern,Water,Set,1.6666666666666667,
Northern,Water,Single,0.16666666666666666,
Northern,Water Yam,Tubers,3.875,
Northern,Watermelon,Balls,2.0,
Northern,Watermelon,Heap,1.0,
Northern,Watermelon,Piece,1.0,
Northern,Watermelon,Single,3.0,1.5
Northern,Wheat Flour,Bowl,10.0,
Northern,Wheat Flour,Bundle,2.0,
Northern,Whisky,Satchet,0.5,
Northern,White Oats,Packet,4.0,
Northern,White Oats,Satchet,5.1,
Northern,Wine,Beer bottle,2.5,
Northern,Wine,Bowl,0.5,
Northern,Wine,Bunch,4.0,
Northern,Wine,Fanta bottle,1.75,
Northern,Wine,Litres,1.5,
Northern,Wine,Other unit,1.0,
Northern,Wine,Single,10.0,
Northern,Yam,Basket,50.0,
Northern,Yam,Bowl,20.0,
Northern,Yam,Heap,9.166666666666666,
Northern,Yam,Maxi bag,60.0,
Northern,Yam,Other unit,10.0,
Northern,Yam,Single,2.0,
Northern,Yam,Tubers,3.3333333333333335,3.0
Northern,Yoghurt,Packet,1.0,
Northern,Yoghurt,Piece,1.0,
Northern,Yoghurt,Satchet,1.0,
Northern,Yoghurt,Single,1.0,
Upper East,Agushie Seed,Balls,3.0,
Upper East,Agushie Seed,Bowl,10.0,
Upper East,Agushie Seed,Bundle,1.0,
Upper East,Agushie Seed,Heap,2.0,
Upper East,Agushie Seed,Margarin tin,2.0,
Upper East,Agushie Seed,Piece,0.5,
Upper East,Agushie Seed,Satchet,2.0,
Upper East,Akpeteshie,Beer bottle,6.0,
Upper East,Akpeteshie,Fanta bottle,3.0,
Upper East,Akpeteshie,Heap,0.75,
Upper East,Akpeteshie,Litres,5.2,
Upper East,Akpeteshie,Other unit,26.0,
Upper East,Akpeteshie,Satchet,0.75,
Upper East,Akpeteshie,Single,0.5,
Upper East,Akpeteshie,Tot (25mls),0.5,
Upper East,Apple,Balls,2.0,
Upper East,Apple,Heap,2.0,
Upper East,Apple,Single,2.0,
Upper East,Avocado,Balls,1.0,
Upper East,Avocado,Heap,5.0,
Upper East,Bambara Bean,American Tin (Olonka),,10.0
Upper East,Bambara Bean,Bowl,,7.5
Upper East,Bambara Bean,Margarin tin,,2.0
Upper East,Banana,Bunch,2.5,
Upper East,Banana,Bundle,2.0,
Upper East,Banana,Fingers,0.3333333333333333,
Upper East,Banana,Heap,2.0,
Upper East,Banana,Piece,0.25,
Upper East,Banana,Single,0.5,
Upper East,Beef,1000 kg /metric tonnes/tonnes,2.5,
Upper East,Beef,Heap,5.0,
Upper East,Beef,Kilogram,5.0,15.0
Upper East,Beef,Packet,5.333333333333333,
Upper East,Beef,Pound,5.0,9.0
Upper East,Beef,Single,,20.0
Upper East,Beef (corned),Piece,20.0,
Upper East,Beef (corned),Pound,5.0,
Upper East,Beef (corned),Tin,9.0,
Upper East,Beef (face),Pound,2.5,
Upper East,Beef (offal),Heap,4.0,
Upper East,Beef (offal),Kilogram,10.0,
Upper East,Beef (offal),Pound,5.0,
Upper East,Beef (steak),Heap,5.0,
Upper East,Beef (steak),Other unit,5.0,
Upper East,Beef (steak),Piece,5.0,
Upper East,Beef (steak),Pound,5.0,
Upper East,Beer,Beer bottle,2.4444444444444446,
Upper East,Beer,Bowl,2.0,
Upper East,Beer,Crate,39.0,
Upper East,Beer,Fanta bottle,1.0,
Upper East,Beer,Fingers,5.0,
Upper East,Beer,Gram,6.0,
Upper East,Beer,Litres,1.0,
Upper East,Beer,Margarin tin,0.5,
Upper East,Beer,Other unit,2.0,
Upper East,Beer,Pot,2.0,
Upper East,Beer,Single,3.0,
Upper East,Biscuit,Packet,1.0,
Upper East,Biscuit,Piece,1.0,
Upper East,Biscuit,Satchet,0.5,
Upper East,Biscuit,Single,1.0,
Upper East,Bitters,Packet,10.0,
Upper East,Bitters,Satchet,1.0,
Upper East,Bitters,Single,0.5166666666666666,
Upper East,Bitters,Tot (25mls),1.0,
Upper East,Bread,Loaf,1.6666666666666667,
Upper East,Bread,Other unit,0.5,
Upper East,Bread,Piece,0.5,
Upper East,Cabbage,Bundle,,1.0
Upper East,Cabbage,Heap,,1.0
Upper East,Canned Fruits,Piece,0.2,
Upper East,Canned Fruits,Single,1.5,
Upper East,Canned Fruits,Tin,2.5,
Upper East,Carrot,Bunch,1.0,
Upper East,Carrot,Bundle,2.0,
Upper East,Carrot,Heap,2.0,1.0
Upper East,Carrot,Piece,0.5,
Upper East,Carrot,Single,0.5,
Upper East,Cashew,Balls,2.0,
Upper East,Cassava (dough),Balls,1.0,
Upper East,Cassava (dough),Bowl,5.0,8.0
Upper East,Cassava (dough),Heap,1.5,
Upper East,Cassava (dried),Bowl,4.0,
Upper East,Cassava (dried),Heap,1.25,
Upper East,Cassava (dried),Margarin tin,2.0,
Upper East,Cassava (fresh),Fingers,0.6333333333333333,
Upper East,Cassava (fresh),Heap,5.0,80.0
Upper East,Cassava (fresh),Mini bag,10.0,
Upper East,Cassava (fresh),Piece,0.8333333333333333,
Upper East,Cassava (fresh),Single,1.25,
Upper East,Cassava (fresh),Tubers,1.6666666666666667,
Upper East,"Cassava (white, flour)",American Tin (Olonka),6.0,
Upper East,"Cassava (white, flour)",Bowl,8.0,
Upper East,"Cassava (white, flour)",Heap,1.0,
Upper East,"Cassava (white, flour)",Margarin tin,1.0,
Upper East,"Cassava (yellow, flour)",American Tin (Olonka),6.0,
Upper East,"Cassava (yellow, flour)",Bowl,8.0,
Upper East,"Cassava (yellow, flour)",Heap,0.5,8.0
Upper East,"Cassava (yellow, flour)",Margarin tin,1.0,2.5
Upper East,Cerelac (Baby food),American Tin (Olonka),10.0,
Upper East,Cerelac (Baby food),Bowl,6.0,
Upper East,Cerelac (Baby food),Heap,1.0,
Upper East,Cerelac (Baby food),Margarin tin,2.75,
Upper East,Cerelac (Baby food),Other unit,1.5,
Upper East,Cerelac (Baby food),Packet,13.0,
Upper East,Cerelac (Baby food),Satchet,3.1666666666666665,
Upper East,Cerelac (Baby food),Tin,12.0,
Upper East,Chewing Gum,Balls,0.11,
Upper East,Chewing Gum,Box/Carton,4.0,
Upper East,Chewing Gum,Other unit,5.05,
Upper East,Chewing Gum,Packet,1.0,
Upper East,Chewing Gum,Pair,0.5,
Upper East,Chewing Gum,Piece,0.16666666666666666,
Upper East,Chewing Gum,Satchet,0.5,
Upper East,Chewing Gum,Single,0.1,
Upper East,Chicken (breast),1000 kg /metric tonnes/tonnes,5.333333333333333,
Upper East,Chicken (breast),Heap,5.0,
Upper East,Chicken (breast),Other unit,10.0,
Upper East,Chicken (breast),Piece,4.0,
Upper East,Chicken (broiler),1000 kg /metric tonnes/tonnes,2.0,
Upper East,Chicken (broiler),Heap,10.0,
Upper East,Chicken (broiler),Single,15.0,
Upper East,Chicken (live),Other unit,25.0,
Upper East,Chicken (live),Single,16.07142857142857,20.0
Upper East,Chicken (thigh),1000 kg /metric tonnes/tonnes,4.0,
Upper East,Chicken (thigh),Kilogram,10.0,
Upper East,Chicken (thigh),Packet,7.0,
Upper East,Chicken (thigh),Piece,3.0,
Upper East,Chicken (thigh),Pound,6.0,
Upper East,Chicken (thigh),Single,5.0,
Upper East,Chicken (wing),Heap,6.0,
Upper East,Chicken (wing),Other unit,4.0,
Upper East,Chicken (wing),Piece,5.0,
Upper East,Chicken (wing),Pound,6.5,
Upper East,Chicken (wing),Single,3.5,
Upper East,Chilli Powder (black pepper),Heap,1.75,
Upper East,Chilli Powder (black pepper),Other unit,0.5,
Upper East,Chilli Powder (black pepper),Piece,0.5,
Upper East,Chilli Powder (black pepper),Satchet,0.5,
Upper East,Chilli Powder (black pepper),Single,0.3,
Upper East,Chocolate ,Piece,0.2,
Upper East,Chocolate ,Satchet,3.0,
Upper East,Chocolate ,Single,7.0,
Upper East,Cigarette,Box/Carton,1.0,
Upper East,Cigarette,Packet,1.0,
Upper East,Cigarette,Piece,0.25,
Upper East,Cigarette,Single,0.25,
Upper East,Cigarette,Stick,0.25,
Upper East,Cigarette,Tot (25mls),1.0,
Upper East,Cocoa (milk powder beverages),Box/Carton,1.0,
Upper East,Cocoa (milk powder beverages),Gram,0.0375,
Upper East,Cocoa (milk powder beverages),Heap,0.5,
Upper East,Cocoa (milk powder beverages),Loaf,1.0,
Upper East,Cocoa (milk powder beverages),Other unit,0.5,
Upper East,Cocoa (milk powder beverages),Packet,8.0,
Upper East,Cocoa (milk powder beverages),Piece,1.0,
Upper East,Cocoa (milk powder beverages),Satchet,1.0,
Upper East,Cocoa (milk powder beverages),Single,1.0,
Upper East,Cocoa (milk powder beverages),Tin,11.0,
Upper East,Cocoa Powder,Heap,0.5,
Upper East,Cocoa Powder,Piece,20.0,
Upper East,Cocoa Powder,Single,15.0,
Upper East,Coconut (dried),Single,2.5,
Upper East,Coconut (fresh),Balls,1.25,
Upper East,Coconut (fresh),Single,1.5,1.5
Upper East,Cocoyam,Heap,5.0,15.0
Upper East,Cocoyam,Tubers,5.0,
Upper East,Cocoyam Leaves,American Tin (Olonka),2.0,
Upper East,Cocoyam Leaves,Basket,2.0,
Upper East,Cocoyam Leaves,Bucket,3.0,
Upper East,Cocoyam Leaves,Bunch,1.0,
Upper East,Cocoyam Leaves,Bundle,1.0,
Upper East,Cocoyam Leaves,Fanta bottle,1.0,
Upper East,Cocoyam Leaves,Heap,1.0,
Upper East,Cocoyam Leaves,Margarin tin,1.0,
Upper East,Cocoyam Leaves,Other unit,2.5,
Upper East,Cocoyam Leaves,Single,0.5,
Upper East,Coffee,Packet,1.5,
Upper East,Coffee,Satchet,1.0,
Upper East,Coffee,Single,0.4166666666666667,
Upper East,Condiments,1000 kg /metric tonnes/tonnes,0.16666666666666666,
Upper East,Condiments,American Tin (Olonka),5.0,
Upper East,Condiments,Balls,0.5,
Upper East,Condiments,Beer bottle,0.5833333333333334,
Upper East,Condiments,Blister / Strip,0.16666666666666666,
Upper East,Condiments,Bowl,0.2,
Upper East,Condiments,Box/Carton,8.0,
Upper East,Condiments,Bucket,0.16666666666666666,
Upper East,Condiments,Bunch,1.5,
Upper East,Condiments,Bundle,0.5,
Upper East,Condiments,Crate,0.25,
Upper East,Condiments,Fingers,1.0,
Upper East,Condiments,Heap,0.5,
Upper East,Condiments,Maxi bag,0.16666666666666666,
Upper East,Condiments,Millilitre,0.16666666666666666,
Upper East,Condiments,Mini bag,10.0,
Upper East,Condiments,Other unit,0.16666666666666666,
Upper East,Condiments,Packet,9.0,
Upper East,Condiments,Pair,1.0,
Upper East,Condiments,Piece,0.16666666666666666,
Upper East,Condiments,Satchet,0.45,
Upper East,Condiments,Set,4.25,
Upper East,Condiments,Single,0.16666666666666666,
Upper East,Condiments,Tin,0.5,
Upper East,Corflake,Packet,2.5,
Upper East,Cowpea,American Tin (Olonka),8.0,10.0
Upper East,Cowpea,Basket,5.0,
Upper East,Cowpea,Bowl,8.0,9.0
Upper East,Cowpea,Bundle,1.0,
Upper East,Cowpea,Fanta bottle,2.0,
Upper East,Cowpea,Heap,2.0,
Upper East,Cowpea,Margarin tin,2.0,2.0
Upper East,Cowpea,Mini bag,70.0,
Upper East,Cowpea,Other unit,1.0,
Upper East,Cowpea,Packet,1.0,
Upper East,Cowpea,Rolls,3.0,
Upper East,Cowpea,Satchet,1.0,
Upper East,Cowpea,Tin,2.0,
Upper East,Curry Power,Heap,2.5,
Upper East,Curry Power,Piece,0.5,
Upper East,Curry Power,Satchet,0.5,
Upper East,Curry Power,Set,1.0,
Upper East,Curry Power,Single,0.5,
Upper East,Dawadawa,American Tin (Olonka),7.5,
Upper East,Dawadawa,Balls,0.5,2.0
Upper East,Dawadawa,Bar,0.8333333333333334,
Upper East,Dawadawa,Bowl,6.333333333333334,
Upper East,Dawadawa,Bundle,0.5,
Upper East,Dawadawa,Heap,2.0,
Upper East,Dawadawa,Maxi bag,0.35,
Upper East,Dawadawa,Millilitre,0.5,
Upper East,Dawadawa,Other unit,0.75,
Upper East,Dawadawa,Packet,0.5,
Upper East,Dawadawa,Piece,0.5,
Upper East,Dawadawa,Pound,0.5,
Upper East,Dawadawa,Rolls,0.5,
Upper East,Dawadawa,Satchet,1.0,
Upper East,Dawadawa,Single,0.5,
Upper East,Eggplant,Basket,15.0,
Upper East,Eggplant,Bowl,5.0,
Upper East,Eggplant,Heap,1.5,3.0
Upper East,Eggplant,Other unit,2.0,
Upper East,Eggplant,Single,0.25,
Upper East,Eggplant Leaf,Bundle,,1.0
Upper East,Eggs,Balls,0.5,
Upper East,Eggs,Crate,15.5,10.0
Upper East,Eggs,Dozen,7.575,
Upper East,Eggs,Litres,2.0,
Upper East,Eggs,Piece,0.5,
Upper East,Eggs,Single,0.6,0.5
Upper East,Fish (canned),Satchet,2.5,
Upper East,Fish (canned),Single,2.5,
Upper East,Fish (canned),Tin,2.5,
Upper East,Fish (dried),Heap,5.0,
Upper East,Fish (dried),Single,2.0,
Upper East,Fish (fried),Bowl,5.0,
Upper East,Fish (fried),Heap,2.0,
Upper East,Fish (fried),Piece,1.0,
Upper East,Fish (fried),Single,2.0,
Upper East,Fish (salted),Heap,0.75,
Upper East,Fish (salted),Piece,0.5,
Upper East,Fish (salted),Single,1.0,
Upper East,"Fish (smoked, river)",Fingers,2.75,
Upper East,"Fish (smoked, river)",Heap,5.0,
Upper East,"Fish (smoked, river)",Piece,1.7083333333333335,
Upper East,"Fish (smoked, river)",Pound,12.0,
Upper East,"Fish (smoked, river)",Single,2.5,
Upper East,"Fish (smoked, sea)",Bowl,10.0,
Upper East,"Fish (smoked, sea)",Fingers,5.0,
Upper East,"Fish (smoked, sea)",Heap,4.0,
Upper East,"Fish (smoked, sea)",Piece,3.166666666666667,
Upper East,"Fish (smoked, sea)",Single,2.0,
Upper East,Garlic,American Tin (Olonka),1.0,
Upper East,Garlic,Balls,0.6,
Upper East,Garlic,Beer bottle,1.0,
Upper East,Garlic,Bowl,10.0,
Upper East,Garlic,Bunch,1.0,
Upper East,Garlic,Bundle,0.9,
Upper East,Garlic,Heap,1.0,
Upper East,Garlic,Margarin tin,10.0,
Upper East,Garlic,Other unit,0.5,
Upper East,Garlic,Pair,0.5,
Upper East,Garlic,Piece,0.5,
Upper East,Garlic,Rolls,0.8,
Upper East,Garlic,Satchet,1.25,
Upper East,Garlic,Single,0.6833333333333333,
Upper East,Gin,Satchet,0.5,
Upper East,Gin,Single,0.19999999999999998,
Upper East,Ginger,Balls,0.5,
Upper East,Ginger,Bowl,8.0,
Upper East,Ginger,Fingers,0.75,
Upper East,Ginger,Heap,1.0,
Upper East,Ginger,Margarin tin,2.5,
Upper East,Ginger,Other unit,0.75,
Upper East,Ginger,Piece,0.25,
Upper East,Ginger,Satchet,0.5,
Upper East,Ginger,Single,0.16666666666666666,
Upper East,Ginger,Tin,0.75,
Upper East,Goat,1000 kg /metric tonnes/tonnes,6.0,
Upper East,Goat,Bowl,5.0,
Upper East,Goat,Heap,5.0,6.5
Upper East,Goat,Kilogram,5.1,
Upper East,Goat,Other unit,,120.0
Upper East,Goat,Piece,1.0,
Upper East,Goat,Pound,8.0,5.0
Upper East,Goat,Single,100.0,100.0
Upper East,Grape,Heap,2.0,
Upper East,Groundnut,American Tin (Olonka),10.0,10.0
Upper East,Groundnut,Balls,2.0,
Upper East,Groundnut,Bowl,10.0,5.0
Upper East,Groundnut,Bucket,24.0,
Upper East,Groundnut,Bunch,1.0,
Upper East,Groundnut,Bundle,1.0,
Upper East,Groundnut,Fanta bottle,2.0,
Upper East,Groundnut,Heap,1.0,
Upper East,Groundnut,Margarin tin,2.0,2.0
Upper East,Groundnut,Other unit,1.0,
Upper East,Groundnut,Piece,1.6666666666666667,
Upper East,Groundnut,Satchet,1.0,
Upper East,Groundnut,Single,2.0,
Upper East,Groundnut,Tin,1.0,
Upper East,Guinea corn/sorghum,American Tin (Olonka),5.0,5.0
Upper East,Guinea corn/sorghum,Bowl,5.0,5.0
Upper East,Guinea corn/sorghum,Margarin tin,,2.0
Upper East,Guineafowl,Other unit,17.5,
Upper East,Guineafowl,Single,25.0,25.0
Upper East,Herring (smoked),American Tin (Olonka),20.0,
Upper East,Herring (smoked),Bowl,10.0,
Upper East,Herring (smoked),Bundle,1.0,
Upper East,Herring (smoked),Heap,1.5,
Upper East,Herring (smoked),Kilogram,5.0,
Upper East,Herring (smoked),Margarin tin,5.0,
Upper East,Herring (smoked),Other unit,2.0,
Upper East,Herring (smoked),Plate (food),2.0,
Upper East,Herring (smoked),Satchet,1.0,
Upper East,Herring (smoked),Set,2.0,
Upper East,Herring (smoked),Single,1.75,
Upper East,Herring (smoked),Tin,4.0,
Upper East,Honey,Balls,0.2,
Upper East,Honey,Beer bottle,15.0,
Upper East,Honey,Bowl,5.0,
Upper East,Honey,Box/Carton,12.0,
Upper East,Honey,Fanta bottle,4.0,
Upper East,Honey,Heap,4.0,
Upper East,Honey,Margarin tin,2.0,
Upper East,Honey,Piece,0.2,
Upper East,Ice Cream,Piece,1.0,
Upper East,Ice Cream,Satchet,0.65,
Upper East,Ice Cream,Single,1.0,
Upper East,Instant Noodle,Packet,2.0,
Upper East,Instant Noodle,Single,1.0,
Upper East,Juice,Box/Carton,25.0,
Upper East,Juice,Crate,20.0,
Upper East,Juice,Litres,3.0,
Upper East,Juice,Other unit,1.0,
Upper East,Juice,Packet,6.5,
Upper East,Juice,Piece,1.0,
Upper East,Juice,Satchet,7.0,
Upper East,Juice,Single,1.5,
Upper East,Jute Leaf,Bowl,,1.0
Upper East,Jute Leaf,Bundle,,1.0
Upper East,Jute Leaf,Heap,,2.0
Upper East,Jute Leaf,Margarin tin,,0.5
