spec,pair_group,basis,unit_scope,item_scope,farmgate_scope,country,t,geo_rung,item,n_countries,n_cells,n_items,n_geos,median_gap,ratio,iqr_gap,share_abs_gap_gt_log1p5,share_exact_ties,claim_30_50,coef_within,se_within,coef_between,se_between,r2_fe,resid_sd,n_geo_singleton,n_eff_cells,loo_min,loo_max,loo_worst_item
farmgate_pooled,market_vs_own_consumption,kg,sized,all,all,POOLED,,,,0.0,0,0,,,,,,,,,,,,,,,,,,
farmgate_pooled,market_vs_own_consumption,kg,all,all,all,POOLED,,,,0.0,0,0,,,,,,,,,,,,,,,,,,
farmgate_pooled,market_vs_own_consumption,kg,sized,all,same_good,POOLED,,,,0.0,0,0,,,,,,,,,,,,,,,,,,
farmgate_pooled,market_vs_own_consumption,kg,sized,all,processed,POOLED,,,,0.0,0,0,,,,,,,,,,,,,,,,,,
farmgate_by_class,market_vs_own_consumption,native,sized,animal products,all,POOLED,,,,2.0,108,11,70.0,0.11285055082379755,1.119464617381455,0.3441003243509348,0.26851851851851855,0.2777777777777778,False,0.2533392380429716,0.12042148580641368,0.0487242827329908,0.3175553393083754,0.9019142076552459,1.8730960860558303,37.0,71.0,-0.23803989507570633,0.251448203374826,GhanaLSS|Other Meat
farmgate_by_class,market_vs_own_consumption,native,sized,animal products,same_good,POOLED,,,,2.0,100,10,67.0,0.103440977730715,1.1089803368973161,0.3750519026822969,0.28,0.29,False,0.12874491420943832,0.1082346282064136,0.05556341839524534,0.32396731336538515,0.9226869995301226,1.6981380258418093,38.0,62.0,-0.23565485915768247,0.2630106528200551,GhanaLSS|Other Meat
farmgate_by_class,market_vs_own_consumption,native,sized,fresh produce,all,POOLED,,,,2.0,35,13,22.0,1.3862943611198904,3.999999999999999,1.1179707364594835,0.8571428571428571,0.0,False,0.9460726372184638,0.5111218819415381,0.7978497180129892,0.2992050344384821,0.9227437150807523,1.433323587212457,15.0,20.0,0.44683194742459,1.1371896133405905,GhanaLSS|Tomato (fresh)
farmgate_by_class,market_vs_own_consumption,native,sized,fresh produce,same_good,POOLED,,,,2.0,35,13,22.0,1.3862943611198904,3.999999999999999,1.1179707364594835,0.8571428571428571,0.0,False,0.9460726372184638,0.5111218819415381,0.7978497180129892,0.2992050344384821,0.9227437150807523,1.433323587212457,15.0,20.0,0.44683194742459,1.1371896133405905,GhanaLSS|Tomato (fresh)
farmgate_by_class,market_vs_own_consumption,native,sized,processed & beverages,all,POOLED,,,,2.0,9,5,8.0,0.3285040934629896,1.3888889256818804,0.9808292530117264,0.4444444444444444,0.3333333333333333,True,,,,,,,7.0,2.0,,,
farmgate_by_class,market_vs_own_consumption,native,sized,processed & beverages,same_good,POOLED,,,,0.0,0,0,,,,,,,,,,,,,,,,,,
