spec,pair_group,basis,unit_scope,item_scope,farmgate_scope,country,t,geo_rung,item,n_countries,n_cells,n_items,n_geos,median_gap,ratio,iqr_gap,share_abs_gap_gt_log1p5,share_exact_ties,claim_30_50,coef_within,se_within,coef_between,se_between,r2_fe,resid_sd,n_geo_singleton,n_eff_cells,loo_min,loo_max,loo_worst_item
farmgate_by_country,market_vs_crop_sale,native,all,all,all,Nigeria,,,,1.0,161,24,90.0,0.5108256237659914,1.6666666666666679,0.8651080759472736,0.6459627329192547,0.018633540372670808,False,-0.6772575216315643,0.23940676481014406,0.20831247187136495,0.13216794692496944,0.9280794304698817,0.5495059905263187,60.0,101.0,,,
farmgate_by_country,market_vs_crop_sale,native,sized,all,same_good,Nigeria,,,,1.0,132,22,75.0,0.416649081568512,1.5168701218436964,0.7660263754306507,0.5909090909090909,0.022727272727272728,False,-0.31711010024138875,0.2516039024735799,0.10453038953723857,0.16251126482766529,0.9431602628303768,0.5734738837223351,48.0,84.0,,,
farmgate_by_country,market_vs_crop_sale,native,sized,all,all,Nigeria,,,,1.0,158,24,87.0,0.5220620380326224,1.6854996331351955,0.8776647371890973,0.6518987341772152,0.0189873417721519,False,-0.6772575216315644,0.2394067648101446,0.18314634813175767,0.13526715600634653,0.9273871386901767,0.5405703382578179,57.0,101.0,,,
farmgate_by_country,market_vs_crop_sale,native,all,all,same_good,Nigeria,,,,1.0,135,22,78.0,0.4054651081081646,1.5000000000000002,0.7699126988144047,0.5851851851851851,0.022222222222222223,False,-0.317110100241389,0.2516039024735807,0.1399641558339837,0.15693576052852107,0.9436514146703014,0.5883717901853146,51.0,84.0,,,
farmgate_by_country,market_vs_crop_sale,native,all,all,all,Tanzania,,,,1.0,49,14,16.0,0.8472978603872034,2.333333333333333,0.8808928186825957,0.8163265306122449,0.02040816326530612,False,1.999999999999999,2.30046561530927e-15,1.0172821764580653,0.675104527136893,0.5720602049145971,4.8928095485879874e-14,13.0,36.0,,,
farmgate_by_country,market_vs_crop_sale,kg,all,all,all,Tanzania,,,,1.0,55,14,21.0,0.8588502972447518,2.360445322579082,0.6829106677201593,0.8363636363636363,0.0,False,1.999999999999996,1.9798122934908908e-13,-0.18151072367649018,0.15301657446164776,0.9961896242994506,9.614049880161477e-14,16.0,39.0,,,
farmgate_by_country,market_vs_crop_sale,native,sized,all,same_good,Tanzania,,,,1.0,45,13,15.0,0.8084090098658612,2.2443344307471276,0.8510736552691833,0.8,0.022222222222222223,False,2.0000000000000004,1.2534117974869405e-15,1.0527326128798453,0.7332228276268653,0.5647411192834972,2.7874226072116558e-14,12.0,33.0,,,
farmgate_by_country,market_vs_crop_sale,native,sized,all,all,Tanzania,,,,1.0,49,14,16.0,0.8472978603872034,2.333333333333333,0.8808928186825957,0.8163265306122449,0.02040816326530612,False,1.999999999999999,2.30046561530927e-15,1.0172821764580653,0.675104527136893,0.5720602049145971,4.8928095485879874e-14,13.0,36.0,,,
farmgate_by_country,market_vs_crop_sale,native,all,all,same_good,Tanzania,,,,1.0,45,13,15.0,0.8084090098658612,2.2443344307471276,0.8510736552691833,0.8,0.022222222222222223,False,2.0000000000000004,1.2534117974869405e-15,1.0527326128798453,0.7332228276268653,0.5647411192834972,2.7874226072116558e-14,12.0,33.0,,,
farmgate_by_country,market_vs_crop_sale,native,all,all,all,Uganda,,,,1.0,174,18,84.0,0.5846810349024798,1.7944185374654649,0.784307958956922,0.6781609195402298,0.08045977011494253,False,-0.029909773428652444,0.10387518192754167,-0.229317812193494,0.08800957813199027,0.9361912447843777,0.4679410691113037,50.0,124.0,,,
farmgate_by_country,market_vs_crop_sale,native,sized,all,same_good,Uganda,,,,1.0,36,6,34.0,0.4479398673070141,1.5650845800732878,0.3681773967375941,0.6944444444444444,0.0,False,,,,,,,33.0,3.0,,,
farmgate_by_country,market_vs_crop_sale,native,sized,all,all,Uganda,,,,1.0,115,13,76.0,0.7662384356489866,2.1516574145596774,0.772167567303315,0.8260869565217391,0.0,False,-1.7233172863105721,0.27403330995292025,-0.49753921377418603,0.1908942915710251,0.9563220342601837,0.8086279935487998,51.0,64.0,-0.747093099491413,-0.1576019999465643,Uganda|Ground Nuts
farmgate_by_country,market_vs_crop_sale,native,all,all,same_good,Uganda,,,,1.0,89,11,47.0,0.336472236621212,1.3999999999999988,0.5815754049028401,0.5280898876404494,0.11235955056179775,True,0.3737914066550899,0.07793294929892584,0.0042248682555818835,0.09602819226188869,0.9601650528514287,0.4192828031995354,25.0,64.0,-0.39236345082663066,0.17747346853901239,Uganda|Matoke
farmgate_by_country,market_vs_own_consumption,native,all,all,all,GhanaLSS,,,,1.0,569,54,158.0,0.0,1.0,0.7419373447293773,0.47627416520210897,0.20035149384885764,False,0.319412554024905,0.059939012429947675,0.029130414019385587,0.037421189832736165,0.659059301489256,0.6921418602796519,92.0,477.0,,,
farmgate_by_country,market_vs_own_consumption,native,sized,all,same_good,GhanaLSS,,,,1.0,159,30,71.0,0.0408220168719971,1.0416666899497316,1.7765128990615473,0.6918238993710691,0.0,False,0.428522643401668,0.30196759838436266,0.278448612808332,0.18574336910706032,0.8054465886594229,1.0647345008157814,35.0,124.0,,,
farmgate_by_country,market_vs_own_consumption,native,sized,all,all,GhanaLSS,,,,1.0,181,36,76.0,0.047155339735621,1.0482848367219186,1.6904972954845447,0.6795580110497238,0.011049723756906077,False,0.5294093564357726,0.2853884690265954,0.26584568000106407,0.17257110320446997,0.8063975867110402,0.9922946885910796,38.0,143.0,,,
farmgate_by_country,market_vs_own_consumption,native,all,all,same_good,GhanaLSS,,,,1.0,460,42,135.0,0.0,1.0,0.8708103072556016,0.5,0.1934782608695652,False,0.34159032882293305,0.06700971580848944,0.01506637245488981,0.038204101606624664,0.6587056238737103,0.7305410020575549,75.0,385.0,,,
farmgate_by_country,market_vs_own_consumption,native,all,all,all,Uganda,,,,1.0,1344,45,180.0,0.0,1.0,0.2554128118829952,0.22767857142857142,0.42336309523809523,False,0.007619591137256655,0.018382145216286692,0.009977564013902734,0.014520139381620967,0.3247840480191647,0.40433198221099187,75.0,1269.0,,,
farmgate_by_country,market_vs_own_consumption,native,sized,all,same_good,Uganda,,,,1.0,171,8,104.0,0.1783374719693657,1.1952286093343931,0.28879566003912593,0.14619883040935672,0.30994152046783624,False,0.04692538242339512,0.036847161542710706,-0.15130197410052082,0.04901953366267403,0.8689708416505633,0.19714500462793746,68.0,103.0,-0.17998694868391985,-0.015340933147404087,Uganda|Sorghum
farmgate_by_country,market_vs_own_consumption,native,sized,all,all,Uganda,,,,1.0,371,19,145.0,0.154150679827258,1.1666666666666663,0.2876820724517808,0.1078167115902965,0.2803234501347709,False,0.1044725043684393,0.03246571258324615,-0.02339714387302558,0.022604578929680832,0.6798482720442371,0.19720126115371966,75.0,296.0,-0.03645676644079195,-0.004785000773592401,Uganda|Milk (fresh)
farmgate_by_country,market_vs_own_consumption,native,all,all,same_good,Uganda,,,,1.0,920,26,145.0,0.0,1.0,0.2876820724517808,0.2673913043478261,0.42717391304347824,False,0.02437831593530845,0.029710632951482716,0.022426432954305017,0.016545838004158854,0.345366339833843,0.44903750833954487,73.0,847.0,-0.03898890357599594,0.03822817666052439,Uganda|Other Veg.
farmgate_by_country,own_consumption_vs_crop_sale,native,all,all,all,Uganda,,,,1.0,226,14,103.0,0.11750090731143364,1.124682650380698,0.4515362227407886,0.3230088495575221,0.17699115044247787,False,-0.4344017666038978,0.09138836847478886,-0.18428660083157125,0.052865399593637674,0.7772439446807079,0.4222916884242504,57.0,169.0,,,
farmgate_by_country,own_consumption_vs_crop_sale,native,sized,all,same_good,Uganda,,,,1.0,52,3,51.0,0.2231435513142097,1.25,0.34157498593624464,0.23076923076923078,0.25,False,,,,,,,50.0,2.0,,,
farmgate_by_country,own_consumption_vs_crop_sale,native,sized,all,all,Uganda,,,,1.0,106,9,70.0,0.3273333299959411,1.3872638167626066,0.5198044240018775,0.4528301886792453,0.14150943396226415,True,-0.8871329811319805,0.38519293722956616,-0.2509607313819056,0.1476411397418812,0.8950175592441517,1.3127017254736097,47.0,59.0,-0.7420591470012834,0.06569739553861188,Uganda|Ground Nuts
farmgate_by_country,own_consumption_vs_crop_sale,native,all,all,same_good,Uganda,,,,1.0,157,8,91.0,0.0,1.0,0.4054651081081654,0.1910828025477707,0.21019108280254778,False,-0.31731478592524553,0.14970148391070676,-0.09560572066236864,0.06038136413701939,0.774221595379663,0.4299290069000177,54.0,103.0,-0.15372227819594594,0.003287298919507027,Uganda|Sweet Potatoes
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2011-12,all,,1.0,28,13,,0.20019446118807754,1.2216402966869064,0.29352944604010583,0.10714285714285714,0.07142857142857142,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2011-12,District,,1.0,8,2,,0.26118694407002274,1.2984703840839815,0.2997699046243827,0.125,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2011-12,Region,,1.0,11,5,,0.3646430660904589,1.4399999316036731,0.1674778371975448,0.18181818181818182,0.0,True,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2011-12,v,,1.0,9,6,,0.0540672212702757,1.0555555555555556,0.1133286853070032,0.0,0.2222222222222222,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2011-12,all,,1.0,26,13,,0.11543237319837249,1.1223586104586285,0.3002178107289006,0.15384615384615385,0.11538461538461539,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2011-12,District,,1.0,7,2,,0.064538521137571,1.0666666666666664,0.3358369125204851,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2011-12,Region,,1.0,11,5,,0.2623642644674908,1.2999999999999996,0.35938468610747276,0.36363636363636365,0.09090909090909091,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2011-12,v,,1.0,8,6,,0.06488352224898006,1.0670347313398794,0.11837936213638302,0.0,0.25,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2011-12,all,,1.0,1287,23,,0.0,1.0,0.25645686206896984,0.2198912198912199,0.1585081585081585,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2011-12,Region,,1.0,2,1,,0.4782741992291675,1.613287785008544,0.08523165861701076,0.5,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2011-12,v,,1.0,1285,22,,0.0,1.0,0.2513144282809065,0.21945525291828794,0.15875486381322956,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2011-12,all,,1.0,654,23,,0.0,1.0,0.21836643601071248,0.18960244648318042,0.3058103975535168,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2011-12,District,,1.0,13,5,,-0.0204975698514608,0.9797110773150683,0.4511853806493784,0.23076923076923078,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2011-12,Region,,1.0,3,3,,0.043505688494815,1.0444659357341872,0.45731187748213825,0.3333333333333333,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2011-12,national,,1.0,4,3,,-0.22708064055624466,0.796856520746051,0.576345128698566,0.25,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2011-12,v,,1.0,634,22,,0.0,1.0,0.2121551760114342,0.18769716088328076,0.31545741324921134,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2011-12,all,,1.0,36,13,,0.2851694884884055,1.3299874265782414,0.35356048087261854,0.3055555555555556,0.1388888888888889,True,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2011-12,District,,1.0,18,5,,0.15191651492194597,1.1640630504807512,0.2876820724517808,0.05555555555555555,0.16666666666666666,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2011-12,Region,,1.0,18,8,,0.4092412549017709,1.5056749281278703,0.3573001510015813,0.5555555555555556,0.1111111111111111,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2011-12,all,,1.0,31,13,,0.1960327742308902,1.2165667767213693,0.3850541108480367,0.22580645161290322,0.12903225806451613,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2011-12,District,,1.0,15,5,,0.1159209572485542,1.122907110957669,0.2876820724517808,0.13333333333333333,0.13333333333333333,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2011-12,Region,,1.0,15,7,,0.3566749439387326,1.4285714285714288,0.3916413022211401,0.3333333333333333,0.13333333333333333,True,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2011-12,national,,1.0,1,1,,-0.1256572141404532,0.8819171036881968,0.0,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2013-14,all,,1.0,15,13,,0.165355466188918,1.1798124276091877,0.2073956514807958,0.06666666666666667,0.06666666666666667,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2013-14,District,,1.0,8,7,,0.14067825683750063,1.1510542445677006,0.21460262130748578,0.125,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2013-14,Region,,1.0,1,1,,0.2288415724288477,1.2571428571428573,0.0,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2013-14,national,,1.0,2,2,,0.2658369145299935,1.3045222927066396,0.08403924488706577,0.0,0.0,True,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2013-14,v,,1.0,4,3,,0.08866582861781674,1.0927154410782085,0.16061484555514047,0.0,0.25,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2013-14,all,,1.0,15,13,,0.1823215567939544,1.1999999999999997,0.21137571595420038,0.2,0.06666666666666667,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2013-14,District,,1.0,8,7,,0.18548433618234414,1.2038013435027157,0.255240509797347,0.25,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2013-14,Region,,1.0,1,1,,0.2513144282809063,1.285714285714286,0.0,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2013-14,national,,1.0,2,2,,0.3018283638453043,1.3523290982229297,0.11258636420677587,0.5,0.0,True,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2013-14,v,,1.0,4,3,,0.08866582861781674,1.0927154410782085,0.16061484555514047,0.0,0.25,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2013-14,all,,1.0,1888,23,,0.0,1.0,0.3184536954954469,0.2378177966101695,0.13983050847457626,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2013-14,Region,,1.0,4,1,,-0.15150845386431225,0.859410616901473,0.08591497562101591,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2013-14,v,,1.0,1884,22,,0.0,1.0,0.3184537311185344,0.23832271762208068,0.14012738853503184,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2013-14,all,,1.0,1023,22,,0.0,1.0,0.2571713099312772,0.1798631476050831,0.25806451612903225,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2013-14,District,,1.0,14,6,,-0.1987164682054498,0.8197822947299414,1.5652847360753728,0.5714285714285714,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2013-14,Region,,1.0,6,3,,0.06418431715058975,1.0662889159849014,0.25572590114586186,0.16666666666666666,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2013-14,national,,1.0,4,3,,-0.11140982496546885,0.8945720558322796,0.17775041185414792,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2013-14,v,,1.0,999,21,,0.0,1.0,0.24946085963158288,0.17517517517517517,0.26426426426426425,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2013-14,all,,1.0,17,13,,0.190673274173208,1.2100640283171158,0.2949344393019473,0.29411764705882354,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2013-14,District,,1.0,10,8,,0.3537204544929506,1.4243569582329145,0.5150909002035,0.4,0.0,True,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2013-14,Region,,1.0,5,3,,0.1335313926245225,1.1428571428571428,0.03345537639003869,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2013-14,national,,1.0,2,2,,0.46262016403467277,1.5882299609699608,0.17493811533161718,0.5,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2013-14,all,,1.0,16,13,,0.1766311945872173,1.1931909566864676,0.3555039509676643,0.3125,0.0625,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2013-14,District,,1.0,9,7,,0.3364722366212129,1.4,0.36853320724739125,0.3333333333333333,0.0,True,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2013-14,Region,,1.0,4,3,,0.1339171776600031,1.1432981250972545,0.10644958095593163,0.25,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2013-14,national,,1.0,3,3,,0.0800427076735363,1.0833333333333333,0.318779139683145,0.3333333333333333,0.3333333333333333,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2015-16,all,,1.0,22,13,,0.1510933555786061,1.1631052353758216,0.3111702970209761,0.2727272727272727,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2015-16,District,,1.0,8,5,,0.1510933555786061,1.1631052353758216,0.2588413648267557,0.375,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2015-16,Region,,1.0,7,3,,0.2231435513142097,1.25,0.2424371575008583,0.2857142857142857,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2015-16,v,,1.0,7,5,,0.0392207131532811,1.0399999999999998,0.15461651044888605,0.14285714285714285,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2015-16,all,,1.0,8,7,,0.28776804543162576,1.3334479689008365,0.39192971787364683,0.0,0.0,True,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2015-16,District,,1.0,1,1,,-0.0126589039921447,0.9874208829065751,0.0,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2015-16,Region,,1.0,3,2,,0.2761178403188999,1.3180031687902636,0.2267844651858048,0.0,0.0,True,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2015-16,national,,1.0,3,3,,0.3900792787747873,1.4770978917519926,0.03617635679183295,0.0,0.0,True,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2015-16,v,,1.0,1,1,,-0.2623642644674908,0.7692307692307694,0.0,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2015-16,all,,1.0,2122,46,,0.0,1.0,0.5108256237659909,0.3826578699340245,0.11687087653157399,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2015-16,District,,1.0,31,9,,0.3042916202733972,1.3556643376555932,1.3468353378594755,0.6774193548387096,0.0,True,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2015-16,Region,,1.0,3,2,,0.2181560323912175,1.243781122621949,0.16109582277114984,0.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2015-16,v,,1.0,2088,35,,0.0,1.0,0.5140950343633053,0.37883141762452105,0.11877394636015326,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2015-16,all,,1.0,787,44,,0.0,1.0,0.24797366551887054,0.22236340533672172,0.28716645489199494,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2015-16,District,,1.0,22,12,,0.10634802855428445,1.112208889608732,0.421949288147246,0.4090909090909091,0.09090909090909091,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2015-16,Region,,1.0,36,17,,0.3991966987201354,1.4906267941554396,0.8958613318270404,0.5833333333333334,0.0,True,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2015-16,national,,1.0,17,14,,0.5877866649021191,1.8,1.0464494400200381,0.7647058823529411,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2015-16,v,,1.0,712,30,,0.0,1.0,0.24359613371500027,0.1853932584269663,0.3146067415730337,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2015-16,all,,1.0,29,13,,0.3745418812252583,1.4543250083923336,0.3750583153942699,0.4482758620689655,0.0,True,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2015-16,District,,1.0,16,6,,0.29423001136992855,1.3420925647172166,0.38580686340572223,0.375,0.0,True,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,kg,all,all,all,Ethiopia,2015-16,Region,,1.0,13,7,,0.4225054844182749,1.5257795875939686,0.2534511423026045,0.5384615384615384,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2015-16,all,,1.0,8,7,,0.43144612007613037,1.539482190695482,0.20339875692856035,0.625,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2015-16,Region,,1.0,2,2,,0.34829839589504075,1.4166549106867798,0.001724805615068048,0.0,0.0,True,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_crop_sale_price,native,all,all,all,Ethiopia,2015-16,national,,1.0,6,6,,0.5085214599897595,1.6628308146190502,0.24196688735399235,0.8333333333333334,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2018-19,all,,1.0,36,25,,0.40571026500699525,1.5003677804283588,0.6993448990074562,0.6111111111111112,0.027777777777777776,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2018-19,District,,1.0,4,4,,0.2568855691077727,1.2928971709173294,0.2951354054650717,0.0,0.25,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2018-19,Region,,1.0,11,7,,0.2876820724517808,1.3333333333333333,0.6815857079254553,0.45454545454545453,0.0,True,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2018-19,national,,1.0,8,8,,0.7398425753603395,2.0956055885711597,0.6645551740599502,1.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,kg,all,all,all,Ethiopia,2018-19,v,,1.0,13,6,,0.2165861507680508,1.2418300653594772,1.5686158955621028,0.6923076923076923,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2018-19,all,,1.0,19,9,,0.2623642644674908,1.2999999999999996,0.5844560559462805,0.5263157894736842,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2018-19,District,,1.0,4,3,,0.8817942961306791,2.415229457698239,1.8061431412779632,0.5,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2018-19,Region,,1.0,6,4,,-0.4317107369269957,0.6493971961477784,2.013835338849959,0.6666666666666666,0.0,False,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2018-19,national,,1.0,6,4,,0.29389333245105953,1.3416407864998738,0.34811806077299684,0.3333333333333333,0.0,True,,,,,,,,,,,
descriptive_country_wave,community_price_vs_crop_sale_price,native,all,all,all,Ethiopia,2018-19,v,,1.0,3,2,,0.2623642644674908,1.2999999999999996,3.6644843720292197,0.6666666666666666,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2018-19,all,,1.0,4998,45,,0.0,1.0,0.4788193137573704,0.34473789515806325,0.12304921968787515,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2018-19,District,,1.0,2,2,,1.1600474557170768,3.1900846602792234,0.22624692030397542,1.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2018-19,Region,,1.0,2,2,,-0.6294488882299478,0.5328853995124303,0.11416125373487684,1.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2018-19,national,,1.0,3,3,,0.8958797346140277,2.4494897427831788,0.393900587752017,1.0,0.0,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,kg,all,all,all,Ethiopia,2018-19,v,,1.0,4991,38,,0.0,1.0,0.4740769130935176,0.3438188739731517,0.12322179923862954,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2018-19,all,,1.0,3113,42,,0.0,1.0,0.32393541784515467,0.22550594282043046,0.20366206231930614,False,,,,,,,,,,,
descriptive_country_wave,unit_value_vs_community_price,native,all,all,all,Ethiopia,2018-19,District,,1.0,101,31,,0.0,1.0,0.4418327522790388,0.38613861386138615,0.18811881188118812,False,,,,,,,,,,,
