country,wave,table,subdf,mechanism,source_column,raw_value,raw_type,count,config_maps_to,how,declaration
GhanaLSS,1998-99,cluster_features,,auto_function,loc2,1.0,float,2199,(wave mapping.py def Rural),auto-bound formatting function,'loc2'
GhanaLSS,1998-99,sample,,auto_function,loc2,2.0,float,3799,(wave mapping.py def Rural),auto-bound formatting function,'loc2'
GhanaLSS,1998-99,sample,,auto_function,loc2,1.0,float,2199,(wave mapping.py def Rural),auto-bound formatting function,'loc2'
GhanaLSS,2005-06,cluster_features,,auto_function,loc2,rural,str,5069,(wave mapping.py def Rural),auto-bound formatting function,'loc2'
GhanaLSS,2005-06,cluster_features,,auto_function,loc2,urban,str,3618,(wave mapping.py def Rural),auto-bound formatting function,'loc2'
GhanaLSS,2012-13,cluster_features,,passthrough,loc2,Rural,str,9327,"(raw value, then canonical spellings)",no mapping declared,'loc2'
GhanaLSS,2012-13,cluster_features,,passthrough,loc2,Urban,str,7445,"(raw value, then canonical spellings)",no mapping declared,'loc2'
GhanaLSS,2012-13,sample,,passthrough,loc2,Rural,str,9327,"(raw value, then canonical spellings)",no mapping declared,'loc2'
GhanaLSS,2012-13,sample,,passthrough,loc2,Urban,str,7445,"(raw value, then canonical spellings)",no mapping declared,'loc2'
GhanaLSS,2016-17,cluster_features,,inline_dict,loc2,Rural,str,534677,(passthrough: unmapped),"df_data_grabber f.get(x,x)","['loc2', {'mapping': {'Urban ': 'Urban', 'Rural ': 'Rural'}}]"
GhanaLSS,2016-17,cluster_features,,inline_dict,loc2,Urban ,str,399907,Urban,exact-or-str-match,"['loc2', {'mapping': {'Urban ': 'Urban', 'Rural ': 'Rural'}}]"
GhanaLSS,2016-17,sample,,passthrough,urbrur,Rural,str,7991,"(raw value, then canonical spellings)",no mapping declared,'urbrur'
GhanaLSS,2016-17,sample,,passthrough,urbrur,Urban,str,6018,"(raw value, then canonical spellings)",no mapping declared,'urbrur'
GhanaSPS,2009-10,sample,,auto_function,urbrur,Rural,str,2999,(wave mapping.py def Rural),auto-bound formatting function,'urbrur'
GhanaSPS,2009-10,sample,,auto_function,urbrur,Urban,str,2010,(wave mapping.py def Rural),auto-bound formatting function,'urbrur'
Guatemala,2000,cluster_features,,inline_dict,area,rural,str,3852,Rural,exact-or-str-match,"['area', {'mapping': {'urbana': 'Urban', 'rural': 'Rural'}}]"
Guatemala,2000,cluster_features,,inline_dict,area,urbana,str,3424,Urban,exact-or-str-match,"['area', {'mapping': {'urbana': 'Urban', 'rural': 'Rural'}}]"
Guatemala,2000,sample,,inline_dict,area,rural,str,3852,Rural,exact-or-str-match,"['area', {'mapping': {'urbana': 'Urban', 'rural': 'Rural'}}]"
Guatemala,2000,sample,,inline_dict,area,urbana,str,3424,Urban,exact-or-str-match,"['area', {'mapping': {'urbana': 'Urban', 'rural': 'Rural'}}]"
Guinea-Bissau,2018-19,cluster_features,df_main,inline_dict,s00q04,Rural,str,3361,Rural,exact-or-str-match,"['s00q04', {'mapping': {'Rural': 'Rural', 'rural': 'Rural', 'RURAL': 'Rural', 'Urbano': 'Urban', 'urbano': 'Urban', 'URBANO': 'Urban', 'Urbain': 'Urban', 'urbain': 'Urban', 'URBAIN': 'Urban'}}]"
Guinea-Bissau,2018-19,cluster_features,df_main,inline_dict,s00q04,Urbano,str,1990,Urban,exact-or-str-match,"['s00q04', {'mapping': {'Rural': 'Rural', 'rural': 'Rural', 'RURAL': 'Rural', 'Urbano': 'Urban', 'urbano': 'Urban', 'URBANO': 'Urban', 'Urbain': 'Urban', 'urbain': 'Urban', 'URBAIN': 'Urban'}}]"
Guinea-Bissau,2018-19,sample,df_cover,inline_dict,s00q04,Rural,str,3361,Rural,exact-or-str-match,"['s00q04', {'mapping': {'Rural': 'Rural', 'rural': 'Rural', 'RURAL': 'Rural', 'Urbano': 'Urban', 'urbain': 'Urban', 'URBAIN': 'Urban'}}]"
Guinea-Bissau,2018-19,sample,df_cover,inline_dict,s00q04,Urbano,str,1990,Urban,exact-or-str-match,"['s00q04', {'mapping': {'Rural': 'Rural', 'rural': 'Rural', 'RURAL': 'Rural', 'Urbano': 'Urban', 'urbain': 'Urban', 'URBAIN': 'Urban'}}]"
Guyana,1992,cluster_features,,inline_dict,SECTOR,1,int,1153,Urban,exact-or-str-match,"['SECTOR', {'mapping': {1: 'Urban', 2: 'Rural'}}]"
Guyana,1992,cluster_features,,inline_dict,SECTOR,2,int,654,Rural,exact-or-str-match,"['SECTOR', {'mapping': {1: 'Urban', 2: 'Rural'}}]"
Guyana,1992,sample,df_cover,inline_dict,SECTOR,1,int,1153,Urban,exact-or-str-match,"['SECTOR', {'mapping': {1: 'Urban', 2: 'Rural'}}]"
Guyana,1992,sample,df_cover,inline_dict,SECTOR,2,int,654,Rural,exact-or-str-match,"['SECTOR', {'mapping': {1: 'Urban', 2: 'Rural'}}]"
India,1997-98,employment,,passthrough,v02a05b,,NaN,14998,"(raw value, then canonical spellings)",no mapping declared,'v02a05b'
India,1997-98,employment,,passthrough,v02a05b,Urban,str,728,"(raw value, then canonical spellings)",no mapping declared,'v02a05b'
India,1997-98,employment,,passthrough,v02a05b,Rural,str,363,"(raw value, then canonical spellings)",no mapping declared,'v02a05b'
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,kirkuk - urban center,str,380,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,mosul - rural,str,324,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,najaf - urban center,str,324,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,najaf - rural,str,324,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,qadisiya - urban center,str,324,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,qadisiya - other urban,str,324,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,muthanna - other urban,str,324,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,maysan - urban center,str,324,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,baghdad - rural,str,323,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,kerbela - rural,str,323,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,salah al-deen - other urban,str,323,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,muthanna - rural,str,323,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,maysan - other urban,str,323,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,maysan - rural,str,323,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,basrah - rural,str,323,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,mosul - urban center,str,322,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,baghdad - other urban,str,322,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,salah al-deen - urban center,str,322,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,muthanna - urban center,str,322,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,duhok - other urban,str,321,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,mosul - other urban,str,321,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,baghdad - al-sader,str,321,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,babylon - other urban,str,320,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,najaf - other urban,str,320,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,thi-qar - urban center,str,320,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,thi-qar - other urban,str,320,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,basrah - other urban,str,320,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,anbar - urban center,str,319,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,babylon - rural,str,319,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,kerbela - urban center,str,319,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,wasit - other urban,str,319,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,wasit - rural,str,319,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,sulaimaniya - rural,str,318,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,anbar - other urban,str,318,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,baghdad - al-rasafah,str,318,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,qadisiya - rural,str,318,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,basrah - urban center,str,318,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,erbil - rural,str,317,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,thi-qar - rural,str,317,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,sulaimaniya - other urban,str,316,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,wasit - urban center,str,316,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,salah al-deen - rural,str,315,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,diyala - other urban,str,314,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,baghdad - al-karekh,str,314,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,babylon - urban center,str,314,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,kerbela - other urban,str,314,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,erbil - urban center,str,311,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,erbil - other urban,str,310,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,sulaimaniya - urban center,str,307,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,kirkuk - other urban,str,307,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,duhok - rural,str,303,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,diyala - urban center,str,297,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,diyala - rural,str,291,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,anbar - rural,str,280,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,duhok - urban center,str,274,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,kirkuk - rural,str,268,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,cluster_features,,list_no_mapping,xstrat,sulaimaniya - urban center - extra,str,92,(wave mapping.py def Rural),list form + auto-bound function,['xstrat']
Iraq,2006-07,sample,,inline_dict,xstrat,kirkuk - urban center,str,380,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,mosul - rural,str,324,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,najaf - urban center,str,324,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,najaf - rural,str,324,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,qadisiya - urban center,str,324,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,qadisiya - other urban,str,324,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,muthanna - other urban,str,324,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,maysan - urban center,str,324,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,baghdad - rural,str,323,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,kerbela - rural,str,323,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,salah al-deen - other urban,str,323,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,muthanna - rural,str,323,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,maysan - other urban,str,323,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,maysan - rural,str,323,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,basrah - rural,str,323,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,mosul - urban center,str,322,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,baghdad - other urban,str,322,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,salah al-deen - urban center,str,322,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,muthanna - urban center,str,322,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,duhok - other urban,str,321,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,mosul - other urban,str,321,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,baghdad - al-sader,str,321,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,babylon - other urban,str,320,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,najaf - other urban,str,320,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,thi-qar - urban center,str,320,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,thi-qar - other urban,str,320,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,basrah - other urban,str,320,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,anbar - urban center,str,319,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,babylon - rural,str,319,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,kerbela - urban center,str,319,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,wasit - other urban,str,319,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,wasit - rural,str,319,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,sulaimaniya - rural,str,318,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,anbar - other urban,str,318,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,baghdad - al-rasafah,str,318,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,qadisiya - rural,str,318,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,basrah - urban center,str,318,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,erbil - rural,str,317,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,thi-qar - rural,str,317,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,sulaimaniya - other urban,str,316,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,wasit - urban center,str,316,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,salah al-deen - rural,str,315,Rural,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
Iraq,2006-07,sample,,inline_dict,xstrat,diyala - other urban,str,314,Urban,exact-or-str-match,"['xstrat', {'mapping': {'anbar - other urban': 'Urban', 'anbar - rural': 'Rural', 'anbar - urban center': 'Urban', 'babylon - other urban': 'Urban', 'babylon - rural': 'Rural', 'babylon - urban center': 'Urban', 'baghdad"
