country,wave,n,note,weight_n,weight_mean,weight_min,weight_max,weight_sum,weight_neg,weight_zero,panel_weight_n,panel_weight_mean,panel_weight_min,panel_weight_max,panel_weight_sum,panel_weight_neg,panel_weight_zero
Serbia and Montenegro,2003,2548.0,,2548.0,958.3880811665804,569.173570445326,3293.4510413086,2441972.830812447,0.0,0.0,2548.0,2950.0572995583684,645.128176180034,14375.27396866584,7516745.999274723,0.0,0.0
South Africa,1993,8809.0,,8809.0,1032.2776705641957,465.0,7833.0,9093334.0,0.0,0.0,8809.0,1032.2776705641957,465.0,7833.0,9093334.0,0.0,0.0
Tajikistan,1999,2000.0,,0.0,,,,,0.0,0.0,0.0,,,,,,
Tajikistan,2003,4160.0,,4160.0,251.58763496692364,41.54840850830078,290.8388977050781,1046604.5614624023,0.0,0.0,0.0,,,,,,
Tajikistan,2007,4860.0,,4860.0,230.03059548978453,18.122751235961914,595.65234375,1117948.6940803528,0.0,0.0,0.0,,,,,,
Tajikistan,2009,1503.0,,1503.0,735.1914798425584,97.01841448869442,1949.4354313148883,1104992.7942033652,0.0,0.0,0.0,,,,,,
Tanzania,2008-09,3265.0,,3265.0,2219.2497997149576,252.64932250976562,5065.67431640625,7245850.596069336,0.0,0.0,3265.0,2219.2497997149576,252.64932250976562,5065.67431640625,7245850.596069336,0.0,0.0
Tanzania,2010-11,3924.0,,3924.0,2267.8068954864407,74.96050262451172,10446.7119140625,8898874.257888794,0.0,0.0,3924.0,2267.8068954864407,74.96050262451172,10446.7119140625,8898874.257888794,0.0,0.0
Tanzania,2012-13,5010.0,,5010.0,1868.8139740953427,24.82791519165039,13538.6826171875,9362758.010217667,0.0,0.0,5010.0,1868.8139740953427,24.82791519165039,13538.6826171875,9362758.010217667,0.0,0.0
Tanzania,2014-15,4341.0,,4339.0,4475.506343251633,112.67963409423828,95839.9140625,19419222.023368835,0.0,0.0,987.0,9390.633644104004,114.08660125732422,95839.9140625,9268555.406730652,0.0,0.0
Tanzania,2019-20,1184.0,,1184.0,7826.121965395438,66.0090560913086,130002.2421875,9266128.407028198,0.0,0.0,1184.0,7826.121965395438,66.0090560913086,130002.2421875,9266128.407028198,0.0,0.0
Tanzania,2020-21,4709.0,,4709.0,2601.893820342054,75.44591999999999,8963.53355,12252317.999990731,0.0,0.0,4164.0,2942.4394812695664,79.38758999999999,9789.77917,12252318.000006475,0.0,0.0
Timor-Leste,2001,1800.0,,1800.0,94.81685176213583,12.16953182220459,356.3254699707031,170670.33317184448,0.0,0.0,0.0,,,,,,
Timor-Leste,2007-08,4477.0,,4477.0,42.26729081399691,3.4829001426696777,288.1947937011719,189230.66097426414,0.0,0.0,0.0,,,,,,
Togo,2018,6171.0,,6171.0,293.7127319104774,78.37736483424631,1754.2726588733842,1812501.2686195557,0.0,0.0,6171.0,293.7127319104774,78.37736483424631,1754.2726588733842,1812501.2686195557,0.0,0.0
Uganda,2005-06,3123.0,,3123.0,1675.7436880013365,140.8406982421875,5553.8623046875,5233347.537628174,0.0,0.0,3123.0,1675.7436880013365,140.8406982421875,5553.8623046875,5233347.537628174,0.0,0.0
Uganda,2009-10,2975.0,,2973.0,1779.8664437046045,191.28273010253906,8095.6259765625,5291542.937133789,0.0,0.0,2973.0,1779.8664437046045,191.28273010253906,8095.6259765625,5291542.937133789,0.0,0.0
Uganda,2010-11,2716.0,,2715.0,2207.8018304701886,308.11810302734375,8736.7265625,5994181.9697265625,0.0,0.0,2715.0,2207.8018304701886,308.11810302734375,8736.7265625,5994181.9697265625,0.0,0.0
Uganda,2011-12,2850.0,,2826.0,2119.024541443152,124.21895599365234,22981.123046875,5988363.354118347,0.0,0.0,2826.0,2119.024541443152,124.21895599365234,22981.123046875,5988363.354118347,0.0,0.0
Uganda,2013-14,3119.0,,3119.0,2166.3714402747023,314.9757385253906,6452.8603515625,6756912.522216797,0.0,0.0,1974.0,3721.2487643202267,0.0,38481.28125,7345745.060768127,0.0,412.0
