path	sidecar_md5	local_md5	in_remote	md5_match	verdict	bytes
lsms_library/countries/GhanaSPS/2009-10/Data/S8A.dta	f3c97c85184a90040fcb261bb62e0375	f3c97c85184a90040fcb261bb62e0375	True	True	delete	103188
lsms_library/countries/GhanaSPS/2009-10/Data/S8B.dta	2bb269ccb9c5b93a06fe7484a803c7e0	2bb269ccb9c5b93a06fe7484a803c7e0	True	True	delete	214769
lsms_library/countries/GhanaSPS/2009-10/Data/S90.dta	664af97d3b9a55ab98d16c3607f59298	664af97d3b9a55ab98d16c3607f59298	True	True	delete	66666
lsms_library/countries/GhanaSPS/2009-10/Data/S980.dta	9769cb84422cc94713994e3ed447ddef	9769cb84422cc94713994e3ed447ddef	True	True	delete	61441
lsms_library/countries/GhanaSPS/2009-10/Data/S9A.dta	f716fa812d31fe8c2d166fdeb485f352	f716fa812d31fe8c2d166fdeb485f352	True	True	delete	81033
lsms_library/countries/GhanaSPS/2009-10/Data/S9B1.dta	2656bc00294e1e6a35efbc626c0efeb9	2656bc00294e1e6a35efbc626c0efeb9	True	True	delete	211549
lsms_library/countries/GhanaSPS/2009-10/Data/S9B2.dta	d1aeb786f83fff2a5256fd1166d43387	d1aeb786f83fff2a5256fd1166d43387	True	True	delete	195093
lsms_library/countries/GhanaSPS/2009-10/Data/S9C.dta	64a468d284e690bcc96c76987c48e460	64a468d284e690bcc96c76987c48e460	True	True	delete	127669
lsms_library/countries/GhanaSPS/2009-10/Data/S9D.dta	311e65369ec347820df669c0fe098fe2	311e65369ec347820df669c0fe098fe2	True	True	delete	130381
lsms_library/countries/GhanaSPS/2009-10/Data/S9E.dta	811d9bd4feae7c8fad80a30b50324fbd	811d9bd4feae7c8fad80a30b50324fbd	True	True	delete	115549
lsms_library/countries/GhanaSPS/2009-10/Data/SEC0.dta	c5e21f6a435c7062b86c074b00a99d7d	c5e21f6a435c7062b86c074b00a99d7d	True	True	delete	682706
lsms_library/countries/GhanaSPS/2009-10/Data/aggregated_expenditure.dta	5d73bc4ce77068b516c8581b37bee6b6	5d73bc4ce77068b516c8581b37bee6b6	True	True	delete	603171
lsms_library/countries/GhanaSPS/2009-10/Data/consumption_expenditure.dta	10f495d36f0c50cd3018459ba319f113	10f495d36f0c50cd3018459ba319f113	True	True	delete	219041263
lsms_library/countries/GhanaSPS/2009-10/Data/key_hhld_info.dta	a6bffd450bd31ee4444a79307ca561c5	a6bffd450bd31ee4444a79307ca561c5	True	True	delete	147404
lsms_library/countries/GhanaSPS/2009-10/Data/percapita_expenditure.dta	72c9065ded73cd7e3b6674ce13e309b8	72c9065ded73cd7e3b6674ce13e309b8	True	True	delete	832005
lsms_library/countries/GhanaSPS/2013-14/Data/01a_consent.dta	979465a12194f617d78c8e96b7206dc4	979465a12194f617d78c8e96b7206dc4	True	True	delete	149002
lsms_library/countries/GhanaSPS/2013-14/Data/01b2_preroster.dta	418a545c79aa18acae0bcc31d61e3a1e	418a545c79aa18acae0bcc31d61e3a1e	True	True	delete	7788898
lsms_library/countries/GhanaSPS/2013-14/Data/01b2_roster.dta	a8cf70844bcac365f2263447918a831a	a8cf70844bcac365f2263447918a831a	True	True	delete	508681
lsms_library/countries/GhanaSPS/2013-14/Data/01d_background.dta	d81b7f80ba1895405a55ec15e4acc7eb	d81b7f80ba1895405a55ec15e4acc7eb	True	True	delete	9539120
lsms_library/countries/GhanaSPS/2013-14/Data/01e_employment.dta	12ae613aa6be60c4d9b1826947e315ac	12ae613aa6be60c4d9b1826947e315ac	True	True	delete	288288
lsms_library/countries/GhanaSPS/2013-14/Data/01ea_employmentscreener.dta	39190a6e69fff05e405d4837b770611b	39190a6e69fff05e405d4837b770611b	True	True	delete	415514
lsms_library/countries/GhanaSPS/2013-14/Data/01ei_employmentmain.dta	2aca7e78a5f13487f4563dc5d0f96d39	2aca7e78a5f13487f4563dc5d0f96d39	True	True	delete	604379
lsms_library/countries/GhanaSPS/2013-14/Data/01eii_employmentsecondary.dta	607c234ef4233a55f03764004d1a810c	607c234ef4233a55f03764004d1a810c	True	True	delete	89863
lsms_library/countries/GhanaSPS/2013-14/Data/01eiii_unemployed.dta	1dc5cb82269e8866b4df2560295848ce	1dc5cb82269e8866b4df2560295848ce	True	True	delete	1459381
lsms_library/countries/GhanaSPS/2013-14/Data/01fi_generaleducation.dta	54b61baff35eeac059f92051876490f0	54b61baff35eeac059f92051876490f0	True	True	delete	6349154
