wave,basis,preferred,n_sample,n_positive_sample,n_positive_all,sample_prevalence,weighted_prevalence,expenditure_sample,expenditure_outside_sample,food_analysis
2016-17,total,Ginger,14009,3754,3754,0.26797059033478476,0.3042646065848181,9831.85,0.0,True
2016-17,total,Goat,14009,1232,1232,0.08794346491541152,0.09440595310163345,55100.36333969116,0.0,True
2016-17,total,Grape,14009,53,53,0.0037832821757441647,0.005533309512497144,633.0,0.0,True
2016-17,total,Groundnut,14009,7035,7035,0.5021771718181169,0.45174206911714504,103159.84948922231,0.0,True
2016-17,total,Guinea Corn/Sorghum,14009,1230,1230,0.0878006995502891,0.03378051917620342,53465.94845183745,0.0,True
2016-17,total,Guinea Fowl,14009,328,328,0.023413519880077092,0.012104234578803694,20852.87302622199,0.0,True
2016-17,total,Herring (smoked),14009,8782,8782,0.6268827182525519,0.5995175359859128,203141.25,0.0,True
2016-17,total,Honey,14009,161,161,0.011492611892354915,0.011772620028710486,2876.8,0.0,True
2016-17,total,Ice Cream,14009,875,875,0.06245984724105932,0.0844299797425515,3376.8,0.0,True
2016-17,total,Instant Noodle,14009,844,844,0.06024698408166179,0.07716718399560271,9061.78,0.0,True
2016-17,total,Juice,14009,1598,1598,0.11406952673281462,0.15365264225774736,24783.82,0.0,True
2016-17,total,Jute Leaf,14009,667,667,0.0476122492683275,0.025609555071277157,7623.984578195214,0.0,True
2016-17,total,Kapla,14009,3018,3018,0.21543293596973373,0.2611076917784689,52548.3,0.0,True
2016-17,total,Kenkey/Banku,14009,8054,8054,0.5749161253479905,0.6907163625306049,221660.93000000002,0.0,True
2016-17,total,Khebabs,14009,650,650,0.046398743664786926,0.059352850070472356,9680.5,0.0,True
2016-17,total,Kola Nut,14009,881,881,0.06288814333642659,0.032249500197090615,5499.8,0.0,True
2016-17,total,Lime,14009,125,125,0.008922835320151331,0.014062611390143387,308.5,0.0,True
2016-17,total,Macaroni,14009,334,334,0.023841815975444356,0.0238768277358957,1926.3999999999999,0.0,True
2016-17,total,Mackerel (processed),14009,2270,2270,0.16203868941394817,0.20580165153470475,24543.120000000003,0.0,True
2016-17,total,Maize (cob),14009,1363,1363,0.09729459633093011,0.06276165967871196,99058.60422471799,0.0,True
2016-17,total,Maize (flour/dough),14009,10123,10123,0.7226068955671354,0.7169555819343769,412985.47780174256,0.0,True
2016-17,total,Maize (grain),14009,3376,3376,0.24098793632664717,0.1889330963122951,122022.3,0.0,True
2016-17,total,Maizena,14009,4,4,0.0002855307302448426,0.00028730426325334393,42.0,0.0,True
2016-17,total,Malt Drinks (bottle),14009,2363,2363,0.16867727889214076,0.1932442131267137,27741.629999999997,0.0,True
2016-17,total,Malt Drinks (canned),14009,1545,1545,0.11028624455707045,0.1260827877322959,18300.0,0.0,True
2016-17,total,Mango,14009,1053,1053,0.07516596473695482,0.08225411719183341,11169.669528398514,0.0,True
2016-17,total,Margarine,14009,309,309,0.02205724891141409,0.02577793606064333,1437.8899999999999,0.0,True
2016-17,total,Milk (evaporated),14009,3353,3353,0.23934613462773932,0.2940998787535637,46239.1,0.0,True
2016-17,total,Milk (fresh),14009,350,350,0.024983938896423728,0.016705577533379607,7228.6,0.0,True
2016-17,total,Milk (powder),14009,2944,2944,0.21015061746020416,0.24678485706072845,22334.9,0.0,True
2016-17,total,"Milk (tinned, condensed/unsweetened)",14009,55,55,0.003926047540866586,0.00322114057700492,546.9,0.0,True
2016-17,total,Millet,14009,1081,1081,0.07716467984866872,0.02867301035567876,44618.98572554007,0.0,True
2016-17,total,Millet (flour),14009,1015,1015,0.07245342279962881,0.027867444176636363,31050.605595554785,0.0,True
2016-17,total,Mutton,14009,285,285,0.020344064529945034,0.019125604926579828,17897.0,0.0,True
2016-17,total,Oil (coconut),14009,333,333,0.023770433292883145,0.022666325280926256,2347.55,0.0,True
2016-17,total,Oil (groundnut),14009,717,717,0.05118138339638804,0.033344666378370656,7104.300000011921,0.0,True
2016-17,total,Oil (palm kernel),14009,138,138,0.009850810193447069,0.009306710373101894,883.9500000327826,0.0,True
2016-17,total,Oil (palm),14009,5896,5896,0.420872296380898,0.47795737282409345,55170.122145341935,0.0,True
2016-17,total,Oil (vegetable),14009,8261,8261,0.5896923406381612,0.611017394613971,118836.57999999999,0.0,True
2016-17,total,Okra,14009,9551,9551,0.6817760011421229,0.6502234057739291,101931.04256479681,0.0,True
2016-17,total,Onion,14009,12200,12200,0.8708687272467699,0.8662866675093788,131255.83476212353,0.0,True
2016-17,total,Orange,14009,3734,3734,0.26654293668356055,0.3180413645919586,18352.236211420466,0.0,True
2016-17,total,Other Alcoholic Beverages,14009,138,138,0.009850810193447069,0.004508836202583522,4706.624999631048,0.0,True
2016-17,total,Other Beverages,14009,396,396,0.028267542294239417,0.023040013947101704,5113.635,0.0,True
2016-17,total,Other Cereal,14009,69,69,0.0049254050967235345,0.007837538157738716,918.8,0.0,True
2016-17,total,Other Domestic Poultry,14009,56,56,0.003997430223427797,0.0017837748432951298,8994.3,0.0,True
2016-17,total,Other Fish,14009,2046,2046,0.146048968520237,0.12262042976724463,70423.84771178961,0.0,True
2016-17,total,Other Flours,14009,172,172,0.012277821400528232,0.008675921891996952,3273.4375000298023,0.0,True
2016-17,total,Other Fruits,14009,256,256,0.018273966735669927,0.01698054208794991,1785.1400020256638,0.0,True
2016-17,total,Other Grains,14009,37,37,0.002641159254764794,0.0013273991905536008,806.1,0.0,True
2016-17,total,Other Leafy Vegetables,14009,917,917,0.06545791990863016,0.024508487567879704,10562.63268416971,0.0,True
2016-17,total,Other Meat,14009,684,684,0.048825754871868084,0.042472137057845374,39162.9833347857,0.0,True
2016-17,total,Other Milk Products,14009,737,737,0.05260903704761225,0.06989730808988351,3210.7999999999997,0.0,True
2016-17,total,Other Nuts/Seeds,14009,105,105,0.007495181668927119,0.0038787716488102586,767.8535714387893,0.0,True
2016-17,total,Other Oils,14009,112,112,0.007994860446855594,0.00607901564180108,2052.100002861023,0.0,True
2016-17,total,Other Prepared Meals,14009,6480,6480,0.462559782996645,0.5296262918856353,133216.73,0.0,True
2016-17,total,Other Pulses,14009,98,98,0.006995502890998644,0.004182892194560794,1193.025000065565,0.0,True
2016-17,total,Other Spices,14009,388,388,0.02769648083374973,0.026995463303386417,1046.5,0.0,True
2016-17,total,Other Spirits,14009,97,97,0.006924120208437433,0.005945235409403284,626.49,0.0,True
2016-17,total,Other Tobacco,14009,115,115,0.008209008494539224,0.004533961437910389,1088.0,0.0,False
2016-17,total,Other Tubers,14009,62,62,0.00442572631879506,0.004289175604722901,1561.9,0.0,True
2016-17,total,Other Vegetables,14009,2728,2728,0.19473195802698265,0.15706661674532393,17988.53803595707,0.0,True
2016-17,total,Palm Nut,14009,3255,3255,0.23235063173674067,0.2602389590938494,35318.26269893825,0.0,True
2016-17,total,Pawpaw,14009,1083,1083,0.07730744521379114,0.08849379689648297,7054.157143104077,0.0,True
2016-17,total,Pepper,14009,11315,11315,0.8076950531800985,0.8231724956799744,105277.94179973121,0.0,True
2016-17,total,Pepper (dried),14009,3654,3654,0.2608323220786637,0.18158368170491668,22609.35,0.0,True
2016-17,total,Pepper (powder),14009,3413,3413,0.24362909558141194,0.2821994207406322,11078.65,0.0,True
2016-17,total,Pineapple,14009,1383,1383,0.09872224998215433,0.13328568507841887,9039.454166674614,0.0,True
2016-17,total,Pito,14009,894,894,0.06381611820972233,0.02305506730336936,13497.199999999999,0.0,True
2016-17,total,Pizza,14009,44,44,0.0031408380326932686,0.004415699173630892,2111.0,0.0,True
2016-17,total,Plantain,14009,6788,6788,0.4845456492254979,0.6029639018406592,295849.1799637154,0.0,True
2016-17,total,Pork,14009,579,579,0.041330573202940965,0.026764190023536347,18313.0,0.0,True
2016-17,total,Pork (feet),14009,91,91,0.006495824113070169,0.009796906021041472,943.46,0.0,True
2016-17,total,Pork (fillet),14009,4,4,0.0002855307302448426,0.00020670845829843642,27.0,0.0,True
2016-17,total,Pork (rib),14009,9,9,0.0006424441430508958,0.0005721893029810631,95.0,0.0,True
2016-17,total,Pork (shoulder),14009,5,5,0.0003569134128060533,0.00017137350475659758,69.0,0.0,True
2016-17,total,Potato,14009,341,341,0.02434149475337283,0.024652097504052027,2424.5,0.0,True
2016-17,total,Rice (imported),14009,7054,7054,0.5035334427867799,0.61586274869068,325253.70999999996,0.0,True
2016-17,total,Rice (local),14009,5722,5722,0.40845170961524735,0.2914352918940541,200333.16199587123,0.0,True
2016-17,total,Salmon (smoked),14009,7259,7259,0.5181668927118281,0.6364076713378776,196258.09999999998,0.0,True
2016-17,total,Salt,14009,8591,8591,0.6132486258833607,0.5051376926093107,33231.33,0.0,True
2016-17,total,Sausage (beef),14009,68,68,0.004854022414162325,0.005740947263617566,744.0,0.0,True
2016-17,total,Sausage (chicken),14009,93,93,0.006638589478192591,0.010883285529009657,1035.2,0.0,True
2016-17,total,Sausage (pork),14009,6,6,0.0004282960953672639,0.0005679366891817361,77.0,0.0,True
2016-17,total,Schnapps,14009,12,12,0.0008565921907345278,0.0006017172483579432,462.0,0.0,True
2016-17,total,Shallot,14009,486,486,0.034691983724748375,0.029501994966079154,2756.3,0.0,True
2016-17,total,Shea Butter,14009,1922,1922,0.13719751588264686,0.05849425821187114,23536.15754348472,0.0,True
2016-17,total,Shrimp,14009,218,218,0.015561424798343921,0.020164245784323295,1910.7,0.0,True
2016-17,total,Snail,14009,414,414,0.02955243058034121,0.039364396937403484,6150.4,0.0,True
2016-17,total,Soft Drinks,14009,2563,2563,0.1829538154043829,0.220206598491525,26348.870000000003,0.0,True
2016-17,total,Soup,14009,3109,3109,0.2219287600828039,0.28664435557600754,113558.66,0.0,True
2016-17,total,Soybean,14009,395,395,0.028196159611678207,0.012893695373440749,7833.627778863161,0.0,True
2016-17,total,Spaghetti,14009,543,543,0.038760796630737386,0.04508213546645579,3176.2799999999997,0.0,True
2016-17,total,Spinach,14009,1800,1800,0.12848882861017918,0.1308767041331471,22689.83399671033,0.0,True
2016-17,total,Sugar (cubed),14009,300,300,0.021414804768363195,0.020213418467232097,1640.9,0.0,True
2016-17,total,Sugar (granulated),14009,7971,7971,0.5689913626954101,0.5348246518312872,51243.48,0.0,True
2016-17,total,Sugar Bread,14009,7441,7441,0.5311585409379684,0.5608950521506529,82705.71,0.0,True
2016-17,total,Sweet Pepper,14009,807,807,0.057605824826896995,0.08126360092701411,3004.4,0.0,True
2016-17,total,Sweet Potato,14009,94,94,0.006709972160753801,0.0037381538877981017,7244.644999046326,0.0,True
2016-17,total,Taro,14009,15,15,0.0010707402384181597,0.0019788356539414726,160.0,0.0,True
2016-17,total,Tea,14009,1679,1679,0.11985152402027269,0.0984039357172075,9816.099999999999,0.0,True
2016-17,total,Tilapia,14009,833,833,0.059461774573488474,0.06800459985545924,21135.5,0.0,True
2016-17,total,Tobacco,14009,245,245,0.01748875722749661,0.00829852122462063,1323.6,0.0,False
2016-17,total,Tomato (fresh),14009,11567,11567,0.8256834891855236,0.8420022256065501,198560.4441143729,0.0,True
2016-17,total,Tomato (paste),14009,9588,9588,0.6844171603968877,0.7287243876659335,110137.43,0.0,True
2016-17,total,Tuna (processed),14009,236,236,0.016846313084445712,0.02176729929212025,1742.3999999999999,0.0,True
2016-17,total,Tuo Zaafi,14009,1723,1723,0.12299236205296595,0.16530073321118685,36524.5,0.0,True
2016-17,total,Vinegar,14009,20,20,0.001427653651224213,0.0012157117012989457,68.8,0.0,True
2016-17,total,Water,14009,7826,7826,0.5586408737240346,0.6951316319023518,117781.83000000002,0.0,True
2016-17,total,Water Yam,14009,324,324,0.023127989149832252,0.027243649465372385,5853.0,0.0,True
2016-17,total,Watermelon,14009,1691,1691,0.12070811621100722,0.16075915621336703,13629.2,0.0,True
2016-17,total,Wheat Flour,14009,111,111,0.007923477764294383,0.009141205419500545,1296.3,0.0,True
2016-17,total,Whisky,14009,56,56,0.003997430223427797,0.002703515824401973,763.8,0.0,True
2016-17,total,White Oat,14009,887,887,0.06331643943179385,0.08671625186861913,9212.900000000001,0.0,True
2016-17,total,Wine,14009,201,201,0.01434791919480334,0.011223082596422332,3198.96,0.0,True
2016-17,total,Yam,14009,7286,7286,0.5200942251409808,0.5854834039375215,492705.5030789304,0.0,True
2016-17,total,Yoghurt,14009,2417,2417,0.17253194375044614,0.22320124235923197,14350.730000000003,0.0,True
