wave,basis,preferred,n_sample,n_positive_sample,n_positive_all,sample_prevalence,weighted_prevalence,expenditure_sample,expenditure_outside_sample,food_analysis
1987-88,purchased,Avocado,3147,262,263,0.08325389259612329,0.08325389259612329,22795.0,40.0,True
1987-88,purchased,Banana,3147,811,811,0.257705751509374,0.257705751509374,78780.0,0.0,True
1987-88,purchased,Beef,3147,944,945,0.299968223705116,0.299968223705116,325422.0,100.0,True
1987-88,purchased,Biscuit,3147,527,528,0.1674610740387671,0.1674610740387671,83327.0,200.0,True
1987-88,purchased,Cabbage,3147,55,56,0.01747696218620909,0.01747696218620909,7640.0,40.0,True
1987-88,purchased,Cassava,3147,1141,1142,0.36256752462662856,0.36256752462662856,636542.0,200.0,True
1987-88,purchased,Cassava (dough),3147,530,531,0.16841436288528758,0.16841436288528758,197280.0,300.0,True
1987-88,purchased,Chicken,3147,159,159,0.05052430886558627,0.05052430886558627,120040.0,0.0,True
1987-88,purchased,Coconut (fresh),3147,505,506,0.16047028916428344,0.16047028916428344,33015.0,20.0,True
1987-88,purchased,Cocoyam,3147,477,478,0.1515729265967588,0.1515729265967588,134940.0,100.0,True
1987-88,purchased,Condiment,3147,1079,1081,0.3428662217985383,0.3428662217985383,88660.0,150.0,True
1987-88,purchased,Dove/Pigeon,3147,3,3,0.0009532888465204957,0.0009532888465204957,1200.0,0.0,True
1987-88,purchased,Duck,3147,14,14,0.0044486812837623135,0.0044486812837623135,8130.0,0.0,True
1987-88,purchased,Egg,3147,895,896,0.2843978392119479,0.2843978392119479,188855.0,200.0,True
1987-88,purchased,Eggplant,3147,1507,1508,0.478868763902129,0.478868763902129,224765.0,20.0,True
1987-88,purchased,Emotuo,3147,408,408,0.12964728312678742,0.12964728312678742,87058.0,0.0,True
1987-88,purchased,Fish (fresh and frozen),3147,2856,2858,0.9075309818875119,0.9075309818875119,3095887.0,820.0,True
1987-88,purchased,Gari,3147,1231,1232,0.3911661900222434,0.3911661900222434,330557.0,100.0,True
1987-88,purchased,Groundnut,3147,1667,1669,0.5297108357165554,0.5297108357165554,271958.0,220.0,True
1987-88,purchased,Kenkey/Banku,3147,2192,2194,0.6965363838576422,0.6965363838576422,890390.0,160.0,True
1987-88,purchased,Macaroni/Spaghetti,3147,77,79,0.024467747060692723,0.024467747060692723,11858.0,300.0,True
1987-88,purchased,Maize,3147,857,859,0.2723228471560216,0.2723228471560216,588650.0,250.0,True
1987-88,purchased,Mango,3147,213,214,0.06768350810295519,0.06768350810295519,18925.0,20.0,True
1987-88,purchased,Margarine/Butter,3147,274,275,0.08706704798220527,0.08706704798220527,46815.0,140.0,True
1987-88,purchased,Milk (fresh),3147,932,933,0.296155068319034,0.296155068319034,236843.0,300.0,True
1987-88,purchased,Millet/Sorghum,3147,83,83,0.026374324753733715,0.026374324753733715,101930.0,0.0,True
1987-88,purchased,Mutton,3147,392,392,0.12456307594534477,0.12456307594534477,152640.0,0.0,True
1987-88,purchased,Oil (palm)/Shea Butter,3147,1674,1675,0.5319351763584366,0.5319351763584366,305659.0,300.0,True
1987-88,purchased,Okra,3147,1324,1325,0.42071814426437876,0.42071814426437876,161079.0,180.0,True
1987-88,purchased,Onion,3147,2652,2654,0.8427073403241182,0.8427073403241182,328526.0,250.0,True
1987-88,purchased,Orange,3147,1081,1083,0.3435017476962186,0.3435017476962186,114185.0,600.0,True
1987-88,purchased,Other Alcoholic Beverages,3147,1040,1040,0.3304734667937718,0.3304734667937718,509144.0,0.0,True
1987-88,purchased,Other Beverages,3147,423,423,0.1344137273593899,0.1344137273593899,108175.0,0.0,True
1987-88,purchased,Other Fruits,3147,42,43,0.01334604385128694,0.01334604385128694,7265.0,40.0,True
1987-88,purchased,Other Leafy Vegetables,3147,117,117,0.037178265014299335,0.037178265014299335,11160.0,0.0,True
1987-88,purchased,Other Meat,3147,649,649,0.20622815379726725,0.20622815379726725,264300.0,0.0,True
1987-88,purchased,Other Milk Products,3147,77,77,0.024467747060692723,0.024467747060692723,11985.0,0.0,True
1987-88,purchased,Other Miscellaneous Food Items,3147,127,127,0.04035589450270099,0.04035589450270099,35510.0,0.0,True
1987-88,purchased,Other Oils,3147,809,811,0.2570702256116937,0.2570702256116937,165445.0,350.0,True
1987-88,purchased,Other Poultry,3147,102,103,0.032411820781696854,0.032411820781696854,33240.0,80.0,True
1987-88,purchased,Other Prepared Meals,3147,901,902,0.28630441690498887,0.28630441690498887,262687.0,100.0,True
1987-88,purchased,Other Pulses,3147,584,586,0.1855735621226565,0.1855735621226565,106570.0,300.0,True
1987-88,purchased,Other Vegetables,3147,1709,1711,0.5430568795678424,0.5430568795678424,270965.0,250.0,True
1987-88,purchased,Palm Nut,3147,1215,1216,0.38608198284080075,0.38608198284080075,273381.0,140.0,True
1987-88,purchased,Pawpaw,3147,46,46,0.0146170956466476,0.0146170956466476,2750.0,0.0,True
1987-88,purchased,Pineapple,3147,314,314,0.09977756593581188,0.09977756593581188,34100.0,0.0,True
1987-88,purchased,Plantain,3147,1170,1171,0.37178265014299333,0.37178265014299333,426740.0,100.0,True
1987-88,purchased,Pork,3147,263,263,0.08357165554496346,0.08357165554496346,60940.0,0.0,True
1987-88,purchased,Rice,3147,1669,1671,0.5303463616142358,0.5303463616142358,744685.0,1040.0,True
1987-88,purchased,Salt,3147,2479,2481,0.7877343501747697,0.7877343501747697,123087.0,60.0,True
1987-88,purchased,Soup,3147,1188,1189,0.3775023832221163,0.3775023832221163,468463.0,80.0,True
1987-88,purchased,Spinach,3147,672,672,0.21353670162059105,0.21353670162059105,61075.0,0.0,True
1987-88,purchased,Sugar,3147,2308,2309,0.7333968859231014,0.7333968859231014,429909.0,140.0,True
1987-88,purchased,Sweet Potato,3147,113,113,0.03590721321893867,0.03590721321893867,15510.0,0.0,True
1987-88,purchased,Tomato (fresh),3147,2398,2400,0.7619955513187162,0.7619955513187162,533503.0,240.0,True
1987-88,purchased,Tomato (paste),3147,355,356,0.11280584683825866,0.11280584683825866,52740.0,40.0,True
1987-88,purchased,Wheat Flour,3147,2215,2216,0.703844931680966,0.703844931680966,653994.0,200.0,True
1987-88,purchased,Yam,3147,969,970,0.30791229742612014,0.30791229742612014,399200.0,200.0,True
1987-88,total,Avocado,3147,561,562,0.1782650142993327,0.1782650142993327,56085.18019242204,40.0,True
1987-88,total,Banana,3147,1326,1326,0.4213536701620591,0.4213536701620591,138947.38260435069,0.0,True
1987-88,total,Beef,3147,949,950,0.3015570384493168,0.3015570384493168,330514.63848834415,100.0,True
1987-88,total,Biscuit,3147,527,528,0.1674610740387671,0.1674610740387671,83327.0,200.0,True
1987-88,total,Cabbage,3147,59,60,0.01874801398156975,0.01874801398156975,9002.017543859649,40.0,True
1987-88,total,Cassava,3147,2513,2514,0.7985382904353352,0.7985382904353352,2489789.8425904578,200.0,True
1987-88,total,Cassava (dough),3147,682,683,0.21671433110899269,0.21671433110899269,405289.7478070175,300.0,True
1987-88,total,Chicken,3147,934,934,0.29679059421671433,0.29679059421671433,212329.8530675925,0.0,True
1987-88,total,Coconut (fresh),3147,619,620,0.19669526533206227,0.19669526533206227,54443.466303373025,20.0,True
1987-88,total,Cocoyam,3147,1462,1463,0.4645694312043216,0.4645694312043216,839734.9490174106,100.0,True
1987-88,total,Condiment,3147,1079,1081,0.3428662217985383,0.3428662217985383,88660.0,150.0,True
1987-88,total,Dove/Pigeon,3147,12,12,0.0038131553860819827,0.0038131553860819827,2468.5596452796835,0.0,True
1987-88,total,Duck,3147,65,65,0.02065459167461074,0.02065459167461074,11944.013704256628,0.0,True
1987-88,total,Egg,3147,1296,1297,0.41182078169685415,0.41182078169685415,259711.44276901142,200.0,True
1987-88,total,Eggplant,3147,1889,1890,0.6002542103590721,0.6002542103590721,299743.20175438595,20.0,True
1987-88,total,Emotuo,3147,408,408,0.12964728312678742,0.12964728312678742,87058.0,0.0,True
1987-88,total,Fish (fresh and frozen),3147,2894,2896,0.9196059739434382,0.9196059739434382,3220417.0132179763,820.0,True
1987-88,total,Gari,3147,1373,1374,0.43628852875754687,0.43628852875754687,392915.8922676351,100.0,True
1987-88,total,Groundnut,3147,1976,1978,0.6278995869081665,0.6278995869081665,388581.03043138667,220.0,True
1987-88,total,Kenkey/Banku,3147,2276,2278,0.7232284715602161,0.7232284715602161,964165.7472087011,160.0,True
1987-88,total,Macaroni/Spaghetti,3147,77,79,0.024467747060692723,0.024467747060692723,11858.0,300.0,True
1987-88,total,Maize,3147,2317,2319,0.7362567524626629,0.7362567524626629,2123192.510165556,250.0,True
1987-88,total,Mango,3147,499,500,0.15856371147124246,0.15856371147124246,55405.89449184296,20.0,True
1987-88,total,Margarine/Butter,3147,274,275,0.08706704798220527,0.08706704798220527,46815.0,140.0,True
1987-88,total,Milk (fresh),3147,938,939,0.29806164601207497,0.29806164601207497,243703.0,300.0,True
1987-88,total,Millet/Sorghum,3147,405,405,0.12869399428026693,0.12869399428026693,1336665.1720758632,0.0,True
1987-88,total,Mutton,3147,464,464,0.14744200826183668,0.14744200826183668,167245.48234361055,0.0,True
1987-88,total,Oil (palm)/Shea Butter,3147,1951,1952,0.6199555131871624,0.6199555131871624,384321.4199912319,300.0,True
1987-88,total,Okra,3147,2059,2060,0.6542739116619002,0.6542739116619002,313491.1605140659,180.0,True
1987-88,total,Onion,3147,2710,2712,0.8611375913568478,0.8611375913568478,342722.17682452296,250.0,True
1987-88,total,Orange,3147,1414,1416,0.44931680965999365,0.44931680965999365,209531.34954891336,600.0,True
1987-88,total,Other Alcoholic Beverages,3147,1079,1079,0.3428662217985383,0.3428662217985383,546268.2375362695,0.0,True
1987-88,total,Other Beverages,3147,443,443,0.1407689863361932,0.1407689863361932,112439.5312082044,0.0,True
1987-88,total,Other Fruits,3147,73,74,0.02319669526533206,0.02319669526533206,10101.954848594087,40.0,True
1987-88,total,Other Leafy Vegetables,3147,222,222,0.07054337464251668,0.07054337464251668,23361.99561403509,0.0,True
1987-88,total,Other Meat,3147,951,951,0.30219256434699715,0.30219256434699715,386746.8517403493,0.0,True
1987-88,total,Other Milk Products,3147,78,78,0.02478551000953289,0.02478551000953289,11985.03196347032,0.0,True
1987-88,total,Other Miscellaneous Food Items,3147,148,148,0.047028916428344454,0.047028916428344454,39580.567652006735,0.0,True
1987-88,total,Other Oils,3147,861,863,0.27359389895138225,0.27359389895138225,176067.09219538572,350.0,True
1987-88,total,Other Poultry,3147,201,202,0.06387035271687322,0.06387035271687322,42447.34777133704,80.0,True
1987-88,total,Other Prepared Meals,3147,901,902,0.28630441690498887,0.28630441690498887,262687.0,100.0,True
1987-88,total,Other Pulses,3147,1213,1215,0.3854464569431204,0.3854464569431204,250447.43995514076,300.0,True
1987-88,total,Other Vegetables,3147,2665,2667,0.8468382586590404,0.8468382586590404,500819.9195826368,250.0,True
1987-88,total,Palm Nut,3147,1885,1886,0.5989831585637114,0.5989831585637114,426181.1001194592,140.0,True
1987-88,total,Pawpaw,3147,602,602,0.19129329520177948,0.19129329520177948,34367.17971063319,0.0,True
1987-88,total,Pineapple,3147,560,560,0.17794725135049252,0.17794725135049252,62666.589618502185,0.0,True
1987-88,total,Plantain,3147,2050,2051,0.6514140451223387,0.6514140451223387,1344052.3761615907,100.0,True
1987-88,total,Pork,3147,279,279,0.0886558627264061,0.0886558627264061,63327.488243595086,0.0,True
1987-88,total,Rice,3147,1848,1850,0.5872259294566253,0.5872259294566253,845847.7664623887,1040.0,True
1987-88,total,Salt,3147,2479,2481,0.7877343501747697,0.7877343501747697,123087.0,60.0,True
1987-88,total,Soup,3147,1188,1189,0.3775023832221163,0.3775023832221163,468463.0,80.0,True
1987-88,total,Spinach,3147,1746,1746,0.5548141086749285,0.5548141086749285,214850.3600118176,0.0,True
1987-88,total,Sugar,3147,2337,2338,0.7426120114394662,0.7426120114394662,458176.7855475451,140.0,True
1987-88,total,Sweet Potato,3147,191,191,0.06069272322847156,0.06069272322847156,28265.385477315966,0.0,True
1987-88,total,Tomato (fresh),3147,2729,2731,0.867175087384811,0.867175087384811,663307.5263157894,240.0,True
1987-88,total,Tomato (paste),3147,355,356,0.11280584683825866,0.11280584683825866,52740.0,40.0,True
1987-88,total,Wheat Flour,3147,2215,2216,0.703844931680966,0.703844931680966,653994.0,200.0,True
1987-88,total,Yam,3147,1766,1767,0.5611693676517318,0.5611693676517318,1072998.3050694289,200.0,True
1988-89,purchased,Avocado,3194,278,278,0.08703819661865998,0.08703819661865998,28904.0,0.0,True
1988-89,purchased,Banana,3194,772,774,0.2417031934877896,0.2417031934877896,73680.0,120.0,True
1988-89,purchased,Beef,3194,864,864,0.27050720100187853,0.27050720100187853,372055.0,0.0,True
1988-89,purchased,Biscuit,3194,517,518,0.16186599874765184,0.16186599874765184,74198.0,280.0,True
1988-89,purchased,Cabbage,3194,54,54,0.016906700062617408,0.016906700062617408,10600.0,0.0,True
1988-89,purchased,Cassava,3194,1072,1072,0.33562930494677523,0.33562930494677523,624160.0,0.0,True
1988-89,purchased,Cassava (dough),3194,473,473,0.14809016906700062,0.14809016906700062,135552.0,0.0,True
1988-89,purchased,Chicken,3194,108,108,0.033813400125234816,0.033813400125234816,126310.0,0.0,True
1988-89,purchased,Coconut (fresh),3194,435,436,0.13619286161552913,0.13619286161552913,32005.0,200.0,True
1988-89,purchased,Cocoyam,3194,395,395,0.12366938008766437,0.12366938008766437,128590.0,0.0,True
1988-89,purchased,Condiment,3194,982,983,0.30745147150907953,0.30745147150907953,89861.0,20.0,True
1988-89,purchased,Dove/Pigeon,3194,1,1,0.00031308703819661864,0.00031308703819661864,200.0,0.0,True
1988-89,purchased,Duck,3194,11,11,0.0034439574201628053,0.0034439574201628053,9750.0,0.0,True
1988-89,purchased,Egg,3194,884,884,0.2767689417658109,0.2767689417658109,232638.0,0.0,True
1988-89,purchased,Eggplant,3194,1538,1538,0.4815278647463995,0.4815278647463995,246696.0,0.0,True
1988-89,purchased,Emotuo,3194,382,382,0.11959924859110833,0.11959924859110833,90680.0,0.0,True
1988-89,purchased,Fish (fresh and frozen),3194,2943,2945,0.9214151534126487,0.9214151534126487,4100970.0,300.0,True
1988-89,purchased,Gari,3194,1333,1335,0.4173450219160927,0.4173450219160927,301515.0,140.0,True
1988-89,purchased,Groundnut,3194,1768,1770,0.5535378835316218,0.5535378835316218,306115.0,60.0,True
1988-89,purchased,Kenkey/Banku,3194,2261,2262,0.7078897933625548,0.7078897933625548,839232.0,360.0,True
1988-89,purchased,Macaroni/Spaghetti,3194,54,54,0.016906700062617408,0.016906700062617408,11520.0,0.0,True
1988-89,purchased,Maize,3194,715,715,0.22385723231058235,0.22385723231058235,475850.0,0.0,True
1988-89,purchased,Mango,3194,256,256,0.08015028177833437,0.08015028177833437,31665.0,0.0,True
1988-89,purchased,Margarine/Butter,3194,217,217,0.06793988728866625,0.06793988728866625,42738.0,0.0,True
1988-89,purchased,Milk (fresh),3194,750,751,0.234815278647464,0.234815278647464,258945.0,300.0,True
1988-89,purchased,Millet/Sorghum,3194,80,80,0.025046963055729492,0.025046963055729492,91500.0,0.0,True
1988-89,purchased,Mutton,3194,234,234,0.07326236693800876,0.07326236693800876,104230.0,0.0,True
1988-89,purchased,Oil (palm)/Shea Butter,3194,1715,1716,0.536944270507201,0.536944270507201,365545.0,100.0,True
1988-89,purchased,Okra,3194,1204,1205,0.3769567939887289,0.3769567939887289,169510.0,60.0,True
1988-89,purchased,Onion,3194,2589,2591,0.8105823418910457,0.8105823418910457,357699.0,60.0,True
1988-89,purchased,Orange,3194,970,972,0.3036944270507201,0.3036944270507201,91765.0,210.0,True
1988-89,purchased,Other Alcoholic Beverages,3194,1077,1077,0.3371947401377583,0.3371947401377583,630527.0,0.0,True
1988-89,purchased,Other Beverages,3194,391,392,0.12241703193487789,0.12241703193487789,139431.0,330.0,True
1988-89,purchased,Other Fruits,3194,36,36,0.011271133375078271,0.011271133375078271,7406.0,0.0,True
1988-89,purchased,Other Leafy Vegetables,3194,116,117,0.036318096430807766,0.036318096430807766,13210.0,60.0,True
1988-89,purchased,Other Meat,3194,530,530,0.1659361302442079,0.1659361302442079,266890.0,0.0,True
1988-89,purchased,Other Milk Products,3194,56,56,0.017532874139010644,0.017532874139010644,9760.0,0.0,True
1988-89,purchased,Other Miscellaneous Food Items,3194,266,266,0.08328115216030056,0.08328115216030056,88410.0,0.0,True
1988-89,purchased,Other Oils,3194,787,788,0.24639949906073888,0.24639949906073888,189045.0,100.0,True
1988-89,purchased,Other Poultry,3194,118,118,0.036944270507201005,0.036944270507201005,55850.0,0.0,True
1988-89,purchased,Other Prepared Meals,3194,1146,1148,0.35879774577332496,0.35879774577332496,326590.0,390.0,True
1988-89,purchased,Other Pulses,3194,453,453,0.14182842830306824,0.14182842830306824,87880.0,0.0,True
1988-89,purchased,Other Vegetables,3194,1710,1712,0.5353788353162179,0.5353788353162179,289510.0,60.0,True
1988-89,purchased,Palm Nut,3194,1122,1122,0.3512836568566061,0.3512836568566061,260370.0,0.0,True
1988-89,purchased,Pawpaw,3194,37,37,0.011584220413274891,0.011584220413274891,3310.0,0.0,True
1988-89,purchased,Pineapple,3194,250,250,0.07827175954915466,0.07827175954915466,30565.0,0.0,True
1988-89,purchased,Plantain,3194,1102,1102,0.34502191609267374,0.34502191609267374,447057.0,0.0,True
1988-89,purchased,Pork,3194,268,268,0.08390732623669381,0.08390732623669381,85110.0,0.0,True
1988-89,purchased,Rice,3194,1375,1375,0.43049467752035064,0.43049467752035064,774018.0,0.0,True
1988-89,purchased,Salt,3194,2358,2359,0.7382592360676268,0.7382592360676268,153330.0,20.0,True
1988-89,purchased,Soup,3194,1395,1395,0.436756418284283,0.436756418284283,565870.0,0.0,True
1988-89,purchased,Spinach,3194,514,514,0.16092673763306198,0.16092673763306198,49430.0,0.0,True
1988-89,purchased,Sugar,3194,2450,2452,0.7670632435817157,0.7670632435817157,458881.0,60.0,True
1988-89,purchased,Sweet Potato,3194,107,107,0.0335003130870382,0.0335003130870382,17320.0,0.0,True
1988-89,purchased,Tomato (fresh),3194,2342,2343,0.7332498434564809,0.7332498434564809,629468.0,60.0,True
1988-89,purchased,Tomato (paste),3194,261,261,0.08171571696931747,0.08171571696931747,49615.0,0.0,True
1988-89,purchased,Wheat Flour,3194,2260,2261,0.7075767063243582,0.7075767063243582,729060.0,100.0,True
1988-89,purchased,Yam,3194,899,899,0.28146524733876016,0.28146524733876016,439340.0,0.0,True
1988-89,total,Avocado,3194,641,641,0.20068879148403257,0.20068879148403257,69577.71316991108,0.0,True
1988-89,total,Banana,3194,1345,1347,0.4211020663744521,0.4211020663744521,129916.13159691264,120.0,True
1988-89,total,Beef,3194,869,869,0.2720726361928616,0.2720726361928616,376354.1732756549,0.0,True
1988-89,total,Biscuit,3194,517,518,0.16186599874765184,0.16186599874765184,74198.0,280.0,True
1988-89,total,Cabbage,3194,58,58,0.018159048215403883,0.018159048215403883,11251.666666666668,0.0,True
1988-89,total,Cassava,3194,2529,2529,0.7917971195992486,0.7917971195992486,2108905.0764049515,0.0,True
1988-89,total,Cassava (dough),3194,890,890,0.27864746399499063,0.27864746399499063,364740.50877192983,0.0,True
1988-89,total,Chicken,3194,1016,1016,0.31809643080776456,0.31809643080776456,263275.40961841727,0.0,True
1988-89,total,Coconut (fresh),3194,558,559,0.17470256731371323,0.17470256731371323,46686.64840455747,200.0,True
1988-89,total,Cocoyam,3194,1523,1523,0.4768315591734502,0.4768315591734502,759014.588442582,0.0,True
1988-89,total,Condiment,3194,982,983,0.30745147150907953,0.30745147150907953,89861.0,20.0,True
1988-89,total,Dove/Pigeon,3194,7,7,0.0021916092673763305,0.0021916092673763305,925.2968036529682,0.0,True
1988-89,total,Duck,3194,74,74,0.023168440826549782,0.023168440826549782,17104.50854081595,0.0,True
1988-89,total,Egg,3194,1416,1416,0.443331246086412,0.443331246086412,305614.7868658583,0.0,True
1988-89,total,Eggplant,3194,1963,1963,0.6145898559799624,0.6145898559799624,320394.3771929825,0.0,True
1988-89,total,Emotuo,3194,382,382,0.11959924859110833,0.11959924859110833,90680.0,0.0,True
1988-89,total,Fish (fresh and frozen),3194,2956,2958,0.9254852849092048,0.9254852849092048,4142317.5396539294,300.0,True
1988-89,total,Gari,3194,1482,1484,0.46399499060738886,0.46399499060738886,335804.3395832132,140.0,True
1988-89,total,Groundnut,3194,2044,2046,0.6399499060738886,0.6399499060738886,395860.4649723624,90.0,True
1988-89,total,Kenkey/Banku,3194,2345,2346,0.7341891045710708,0.7341891045710708,875438.1007754225,360.0,True
1988-89,total,Macaroni/Spaghetti,3194,54,54,0.016906700062617408,0.016906700062617408,11520.0,0.0,True
1988-89,total,Maize,3194,2362,2363,0.7395115842204133,0.7395115842204133,1799524.1069814423,758.3333333333334,True
1988-89,total,Mango,3194,627,627,0.1963055729492799,0.1963055729492799,84691.40350877194,0.0,True
1988-89,total,Margarine/Butter,3194,217,217,0.06793988728866625,0.06793988728866625,42738.0,0.0,True
1988-89,total,Milk (fresh),3194,758,759,0.23731997495303694,0.23731997495303694,263826.6666666667,300.0,True
1988-89,total,Millet/Sorghum,3194,365,366,0.1142767689417658,0.1142767689417658,1166569.866017784,816.6666666666666,True
1988-89,total,Mutton,3194,314,314,0.09830932999373826,0.09830932999373826,138133.34690568,0.0,True
1988-89,total,Oil (palm)/Shea Butter,3194,1970,1971,0.6167814652473388,0.6167814652473388,442663.3708988803,100.0,True
1988-89,total,Okra,3194,2054,2055,0.6430807764558547,0.6430807764558547,291230.1531797045,60.0,True
1988-89,total,Onion,3194,2663,2665,0.8337507827175955,0.8337507827175955,373592.4429824562,60.0,True
1988-89,total,Orange,3194,1344,1346,0.4207889793362555,0.4207889793362555,152172.60964912278,210.0,True
1988-89,total,Other Alcoholic Beverages,3194,1106,1106,0.34627426424546026,0.34627426424546026,652065.4591686534,0.0,True
1988-89,total,Other Beverages,3194,393,394,0.12304320601127114,0.12304320601127114,139569.1103100216,330.0,True
1988-89,total,Other Fruits,3194,56,56,0.017532874139010644,0.017532874139010644,8602.381578947368,0.0,True
1988-89,total,Other Leafy Vegetables,3194,263,264,0.08234189104571071,0.08234189104571071,27657.28070175439,60.0,True
1988-89,total,Other Meat,3194,835,836,0.26142767689417656,0.26142767689417656,386774.268337853,18.42105263157895,True
1988-89,total,Other Milk Products,3194,57,57,0.017845961177207263,0.017845961177207263,10486.666666666668,0.0,True
1988-89,total,Other Miscellaneous Food Items,3194,278,278,0.08703819661865998,0.08703819661865998,89666.51315789473,0.0,True
1988-89,total,Other Oils,3194,828,829,0.25923606762680024,0.25923606762680024,195741.12728310504,100.0,True
1988-89,total,Other Poultry,3194,175,175,0.05479023168440827,0.05479023168440827,62698.60090489769,0.0,True
1988-89,total,Other Prepared Meals,3194,1146,1148,0.35879774577332496,0.35879774577332496,326590.0,390.0,True
1988-89,total,Other Pulses,3194,1267,1268,0.3966812773951158,0.3966812773951158,242693.01198814396,55.26315789473685,True
1988-89,total,Other Vegetables,3194,2801,2803,0.8769567939887288,0.8769567939887288,559588.7039473685,60.0,True
1988-89,total,Palm Nut,3194,1771,1771,0.5544771446462117,0.5544771446462117,389975.1687883803,0.0,True
1988-89,total,Pawpaw,3194,546,546,0.17094552285535378,0.17094552285535378,32799.74050939288,0.0,True
1988-89,total,Pineapple,3194,499,499,0.15623043206011272,0.15623043206011272,51285.3139389504,0.0,True
1988-89,total,Plantain,3194,2040,2040,0.638697557921102,0.638697557921102,1162110.2452794071,0.0,True
1988-89,total,Pork,3194,284,284,0.08891671884783969,0.08891671884783969,89135.29130285315,0.0,True
1988-89,total,Rice,3194,1591,1592,0.4981214777708203,0.4981214777708203,893326.6517664023,93.33333333333333,True
1988-89,total,Salt,3194,2358,2359,0.7382592360676268,0.7382592360676268,153330.0,20.0,True
1988-89,total,Soup,3194,1395,1395,0.436756418284283,0.436756418284283,565870.0,0.0,True
1988-89,total,Spinach,3194,1686,1686,0.5278647463994991,0.5278647463994991,184474.4509317173,0.0,True
1988-89,total,Sugar,3194,2465,2467,0.771759549154665,0.771759549154665,471572.19517543854,60.0,True
1988-89,total,Sweet Potato,3194,239,240,0.07482780212899186,0.07482780212899186,35442.56578947368,20.0,True
1988-89,total,Tomato (fresh),3194,2781,2782,0.8706950532247965,0.8706950532247965,749226.4649122807,60.0,True
1988-89,total,Tomato (paste),3194,261,261,0.08171571696931747,0.08171571696931747,49615.0,0.0,True
1988-89,total,Wheat Flour,3194,2260,2261,0.7075767063243582,0.7075767063243582,729060.0,100.0,True
1988-89,total,Yam,3194,1819,1819,0.5695053224796494,0.5695053224796494,1150883.930436796,0.0,True
1991-92,purchased,Akpeteshie,4523,1384,1384,0.3059915984965731,0.3059915984965731,1485375.0,0.0,True
1991-92,purchased,Animals Fat,4523,164,164,0.03625912005306213,0.03625912005306213,78140.0,0.0,True
1991-92,purchased,Avocado,4523,201,201,0.044439531284545655,0.044439531284545655,36810.0,0.0,True
1991-92,purchased,Baby Milk,4523,47,47,0.010391333185938536,0.010391333185938536,49245.0,0.0,True
1991-92,purchased,Bambara Bean,4523,127,127,0.028078708821578598,0.028078708821578598,100700.0,0.0,True
1991-92,purchased,Banana,4523,846,846,0.18704399734689364,0.18704399734689364,180469.0,0.0,True
1991-92,purchased,Banku,4523,1495,1495,0.33053283219102364,0.33053283219102364,984711.0,0.0,True
1991-92,purchased,Beef,4523,2112,2112,0.4669467167808976,0.4669467167808976,3767081.0,0.0,True
1991-92,purchased,Beef (corned),4523,78,78,0.01724519124474906,0.01724519124474906,66790.0,0.0,True
1991-92,purchased,Beer,4523,445,445,0.09838602697324784,0.09838602697324784,918710.0,0.0,True
1991-92,purchased,Biscuit,4523,589,589,0.13022330311739996,0.13022330311739996,194525.0,0.0,True
1991-92,purchased,Bread,4523,3352,3352,0.7411010391333186,0.7411010391333186,2905962.0,0.0,True
1991-92,purchased,Broad Bean,4523,152,152,0.03360601370771612,0.03360601370771612,23860.0,0.0,True
1991-92,purchased,Cabbage,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Canned Fruits,4523,5,5,0.001105460977227504,0.001105460977227504,3180.0,0.0,True
1991-92,purchased,Carrot,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Cassava,4523,1908,1908,0.4218439089100155,0.4218439089100155,2671242.0,0.0,True
1991-92,purchased,Cassava (dough),4523,783,783,0.1731151890338271,0.1731151890338271,503976.0,0.0,True
1991-92,purchased,Chicken,4523,428,428,0.09462745965067433,0.09462745965067433,696078.0,0.0,True
1991-92,purchased,Chocolate,4523,1299,1299,0.2871987618837055,0.2871987618837055,810629.0,0.0,True
1991-92,purchased,Cigarette,4523,593,593,0.13110767189918196,0.13110767189918196,816110.0,0.0,False
1991-92,purchased,Coconut (fresh),4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Cocoyam,4523,872,872,0.19279239442847668,0.19279239442847668,608940.0,0.0,True
1991-92,purchased,Cocoyam Leaves,4523,1046,1046,0.2312624364359938,0.2312624364359938,246000.0,0.0,True
1991-92,purchased,Coffee,4523,214,214,0.047313729825337165,0.047313729825337165,51252.0,0.0,True
1991-92,purchased,Confectionary (not frozen),4523,222,222,0.04908246738890117,0.04908246738890117,41960.0,0.0,True
1991-92,purchased,Cooked Rice and Stew,4523,2653,2653,0.5865575945169136,0.5865575945169136,1975411.0,0.0,True
1991-92,purchased,Cowpea,4523,0,0,0.0,0.0,0.0,0.0,True
1991-92,purchased,Crustacean,4523,368,368,0.08136192792394428,0.08136192792394428,158666.0,0.0,True
1991-92,purchased,Dawadawa,4523,495,495,0.10944063674552289,0.10944063674552289,177473.0,0.0,True
1991-92,purchased,Duck,4523,27,27,0.0059694892770285205,0.0059694892770285205,31650.0,0.0,True
1991-92,purchased,Egg,4523,1404,1404,0.3104134424054831,0.3104134424054831,811339.0,0.0,True
