s4hq11b3	int32	Main occupation (code) - Detail (6)
s4hq11c1	int8	Main occupation (code) - Major
s4hq11c2	int16	Main occupation (code) - Detail (4)
s4hq11c3	int32	Main occupation (code) - Detail (6)
s4hq12a1	int8	Main occupation (code) - Major
s4hq12a2	int16	Main occupation (code) - Detail (4)
s4hq12a3	int32	Main occupation (code) - Detail (6)
s4hq12b1	int8	Main occupation (code) - Major
s4hq12b2	int16	Main occupation (code) - Detail (4)
s4hq12b3	int32	Main occupation (code) - Detail (6)
s4hq12c1	int8	Main occupation (code) - Major
s4hq12c2	int16	Main occupation (code) - Detail (4)
s4hq12c3	int32	Main occupation (code) - Detail (6)
s4hq13d1	int32	Main occupation (code) - Major
s4hq13d2	int16	Main occupation (code) - Detail (4)
s4hq13d3	int32	Main occupation (code) - Detail (6)
s4hq13e1	int8	Main occupation (code) - Major
s4hq13e2	int16	Main occupation (code) - Detail (4)
s4hq13e3	int32	Main occupation (code) - Detail (6)
s4hq13f1	int8	Main occupation (code) - Major
s4hq13f2	int16	Main occupation (code) - Detail (4)
s4hq13f3	int32	Main occupation (code) - Detail (6)
s4pid4h	int8	Is name available to respond to the value of work questions
BMI	float	Body Mass Index of persons in households
pop_weight	float	Population weight
hh_weight	float	Household weight
availreason	int8	Why member not available in the household
s4cq2	int16	RECODE of y1q1_tothrs
worked	int8	
wagework	int8	
domesticwork	int8	
farmwork	int8	
nonfarmwork	int8	
familyhelpwork	int8	
nonproagricwork	int8	
apprenticework	int8	
employed	int8	
nonwagework	int8	
ownusework	int8	
unpaidwork	int8	
voluntwork	int8	
otherwork	int8	
nowork	int8	
unemployed	int8	
outsidelabforce	int8	
econact	int8	
personid	int8	
s1aq3	int32	Date of birth
s1aq3a	int8	Day of birth
s1aq3b	int8	Month of birth
s1aq3c	int16	Year of birth
s2aq10_01	int8	Application form
s2aq10_03	int8	Admission fee
s2aq10_04	int8	Registration fee
s2aq10_05	int8	Sports fee
s2aq10_06	int8	Medical fees
s2aq10_07	int8	Uniform (school, Friday wear, career day, cultural)
s2aq10_08	int8	Cadet uniform
s2aq10_09	int8	Change over dress
s2aq10_10	int8	PTA dues
s2aq10_11	int8	Exercise books
s2aq10_12	int8	Textbooks
s2aq10_13	int8	Toileteries/utilities
s2aq10_14	int8	School supplies
s2aq10_15	int8	Transportation (in and out)
s2aq10_16	int8	Food at school
s2aq10_17	int8	Accommodation at school
s2aq10_18	int8	Expenses on extra classes organized by school
s2aq10_19	int8	Expenses on private extra classes organized at home
s2aq10_20	int8	Printing
s2aq10_21	int8	Development levy
s2aq10_23	int8	Teacher's motivation/appreciation fee
s2aq10_24	int8	In-kind expenses
s2aq10_25	int8	Our day levy
s2aq10_26	int8	Other 1 (specify)
s2aq10_27	int8	Other 2 (specify)
s2aq10_28	int8	Other 3 (specify)
s4gq6_001	int8	Adze
s4gq6_002	int8	Antenna
s4gq6_003	int8	Anvil
s4gq6_004	int8	Articulator truck
s4gq6_005	int8	Axe
s4gq6_006	int8	Babycourt
s4gq6_007	int8	Baking sheet
s4gq6_008	int8	Barbecue grill
s4gq6_009	int8	Barrel
s4gq6_010	int8	Belt
s4gq6_011	int8	Bicycle
s4gq6_012	int8	Blade
s4gq6_013	int8	Block-making machine
s4gq6_014	int8	Block-making machine (local)
s4gq6_015	int8	Boat
s4gq6_016	int8	Bolt/Nut
s4gq6_017	int8	Boot
s4gq6_018	int8	Bottle
s4gq6_019	int8	Bowl
s4gq6_020	int8	Broom
s4gq6_021	int8	Brush
s4gq6_023	int8	Bull-dozer
s4gq6_024	int8	Bus
s4gq6_025	int8	Cake mixer
s4gq6_026	int8	Camera
s4gq6_027	int8	Car/Lorry
s4gq6_028	int8	Cart
s4gq6_029	int8	Chalk
s4gq6_030	int8	Chisel
s4gq6_031	int8	Clippers
s4gq6_032	int8	Comb
s4gq6_033	int8	Computer
s4gq6_034	int8	Computer accessories
s4gq6_035	int8	Concrete mixer
s4gq6_036	int8	Corn mill
s4gq6_037	int8	Cramp
s4gq6_038	int8	Crow bar
s4gq6_039	int8	Curtains
s4gq6_040	int8	Cushion
s4gq6_041	int8	Cutlass/Matchet
s4gq6_042	int8	Cutter
s4gq6_043	int8	Cuttlary
s4gq6_044	int8	Dibble stick
s4gq6_046	int8	Drier/Dryer
s4gq6_047	int8	Drum
s4gq6_048	int8	Dusters
s4gq6_049	int8	Earth chisel
s4gq6_050	int8	Flour mill
s4gq6_051	int8	Flour mixer
s4gq6_053	int8	Foams
s4gq6_054	int8	Fridges
s4gq6_055	int8	Funeral bed
s4gq6_056	int8	Gas Cylinder
s4gq6_057	int8	Generator
s4gq6_058	int8	Gloves
s4gq6_059	int8	Goggle
s4gq6_060	int8	Go-to-hell
s4gq6_061	int8	Grinding stone
s4gq6_062	int8	Grinding stone (machine)
s4gq6_063	int8	Gun/Riffle/Pistol
s4gq6_064	int8	Hacksaw  Blade
s4gq6_065	int8	Hair pins
s4gq6_066	int8	Hairdryers
s4gq6_067	int8	Hammer
s4gq6_068	int8	Hand trowel
s4gq6_069	int8	Head pan
s4gq6_070	int8	Hoe
s4gq6_071	int8	Horn
s4gq6_072	int8	Ice chest
s4gq6_073	int8	Iron (box)
s4gq6_074	int8	Iron (electrical)
s4gq6_075	int8	Jerk
s4gq6_076	int8	Kettle
s4gq6_077	int8	Knife
s4gq6_078	int8	Ladder
s4gq6_079	int8	Ladle
s4gq6_080	int8	Lantern
s4gq6_081	int8	Leather
s4gq6_082	int8	Lights
s4gq6_083	int8	Loom
s4gq6_085	int8	Mattock
s4gq6_086	int8	Microwave oven
s4gq6_087	int8	Mobile phone
s4gq6_088	int8	Mop
s4gq6_089	int8	Mortar
s4gq6_090	int8	Motorbike
s4gq6_091	int8	Mow hammer
s4gq6_092	int8	Mower
s4gq6_093	int8	Musical instruments
s4gq6_094	int8	Nail cutter
s4gq6_095	int8	Nail filler
s4gq6_096	int8	Needle
s4gq6_097	int8	Net/Net drift
s4gq6_099	int8	Outboard motor
s4gq6_100	int8	Oven
s4gq6_101	int8	Paddle
s4gq6_102	int8	Paddle (food)
s4gq6_103	int8	Parachute
s4gq6_104	int8	Patch
s4gq6_105	int8	Pedicure machine
s4gq6_106	int8	Pen/Pencil
s4gq6_107	int8	Pestle
s4gq6_108	int8	Pick axe
s4gq6_109	int8	Pin
s4gq6_110	int8	Pinches
s4gq6_111	int8	Plane
s4gq6_112	int8	Plier
s4gq6_113	int8	Porters pan
s4gq6_114	int8	Pot
s4gq6_115	int8	Potter's  wheel
s4gq6_116	int8	Pre-mix fuel
s4gq6_117	int8	Printing screen
s4gq6_118	int8	Razor
s4gq6_120	int8	Roler
s4gq6_121	int8	Ruler
s4gq6_122	int8	Sail
s4gq6_123	int8	Saw
s4gq6_124	int8	Scale
s4gq6_125	int8	Scissors
s4gq6_126	int8	Scrappers
s4gq6_127	int8	Screw/Screw driver
s4gq6_128	int8	Serving  cups
s4gq6_129	int8	Serving  plate
s4gq6_130	int8	Sewing robes
s4gq6_131	int8	Shaving machine
s4gq6_132	int8	Shears
s4gq6_133	int8	Shifting spanner
s4gq6_134	int8	Shovel
s4gq6_135	int8	Sickle
s4gq6_136	int8	Sieve
s4gq6_137	int8	Spade
s4gq6_138	int8	Spanner
s4gq6_139	int8	Spirit level
s4gq6_140	int8	Spoon
s4gq6_141	int8	Spraying machine
s4gq6_142	int8	Screw driver
s4gq6_143	int8	Steel blade
s4gq6_144	int8	Stirring stick
s4gq6_145	int8	Stove (electric)
s4gq6_147	int8	Syringe
s4gq6_148	int8	Talisma
s4gq6_149	int8	Tanker
s4gq6_150	int8	Tape measure
s4gq6_151	int8	Tea cup
s4gq6_152	int8	Telephone
s4gq6_153	int8	Telescope
s4gq6_154	int8	Tester
s4gq6_155	int8	Thermometer
s4gq6_156	int8	Torch
s4gq6_157	int8	Towel
s4gq6_159	int8	Tractor
s4gq6_160	int8	Train
s4gq6_161	int8	Trancheon
s4gq6_162	int8	Trowel
s4gq6_163	int8	Typewriter
s4gq6_164	int8	Utensils
s4gq6_165	int8	Vacuum
s4gq6_166	int8	Vulcanizing machine
s4gq6_167	int8	Water hose
s4gq6_168	int8	Watering can
s4gq6_169	int8	Weighing scale
s4gq6_170	int8	Wheelbarrow
s4gq6_171	int8	Wooden smoother
s4gq6_172	int8	Other (specify)
s4gq11a	int8	Trained First-Aider
s4gq11b	int8	Occupational Health Nurse
s4gq11c	int8	Occupational Health Physician
s4gq11d	int8	Dentist
s4gq11e	int8	Industrial Hygienist
s4gq11f	int8	Safety Officer
s4gq11h	int8	None
s4eq13x	int8	Why did (NAME) refuse the job?
s4cq1x	int16	During the past 7 days, what were your total hours of work in your economic acti
s4hq1a	string	Which of the following does [NAME] perceive as work?
s4hq1b	string	Anyother suggestion on what work is?
s4hq2a	int8	For the money/income
s4hq2b	int8	Prestige in society
s4hq2c	int8	Social recognition
s4hq2_other	string	Other specify
s4hq7_other	string	Other specify
s4hq9_other	string	Other specify
s411ca3	int32	Main occupation (code) - Detail (6)
s411cb3	int32	Main occupation (code) - Detail (6)
s411cc3	int32	Main occupation (code) - Detail (6)
s412ca3	int32	Main occupation (code) - Detail (6)
s412cb3	int32	Main occupation (code) - Detail (6)
s412cc3	int32	Main occupation (code) - Detail (6)
s413ca3	int32	Main occupation (code) - Detail (6)
s413cb3	int32	Main occupation (code) - Detail (6)
s413cc3	int32	Main occupation (code) - Detail (6)
s410x	int8	What does [NAME] think would be the effect of technological innovations and auto
s410xo	string	What does [NAME] think would be the effect of technological innovations and auto
s4gq6_022	int8	Buffet Stand/Warmers
s4gq6_052	int8	Flower
s4gq6_084	int8	Machine writer
s4gq6_146	int8	Stove (kerosene)
s4gq11g	int8	Other (specify)
s4gq11o_other	string	Other specify
s4gq6_158	int8	Toys
s4gq6_045	int8	
s4gq6_098	int8	
s4cq5	int8	
region	int8	region
urbrur	int8	Locality classification (2 categories)
regdist	int16	
