country,t,pair,u_basis,geo_level,threshold_a,threshold_b,n_cells,n_items,n_geos,median_gap,iqr_gap,share_abs_gap_gt_log1p5,coef_within,se_within,coef_between,se_between,r2_fe,resid_sd,claim_30_50
Uganda,2005-06,unit_value_vs_own_consumption_valuation,native,all,10,10,145,29,30,0.09116077839697745,0.33647223662121295,0.22758620689655173,0.05986201311552685,0.03614160849324885,-0.07421004025346184,0.05379303358586617,0.44369740922083845,0.3891301356990693,False
Uganda,2005-06,unit_value_vs_own_consumption_valuation,native,District,10,10,54,12,25,0.0,0.2231435513142097,0.14814814814814814,0.36555230225563984,0.12862015957479753,0.07702845362078498,0.028259979840232437,0.714859775975856,0.22805501157189353,False
Uganda,2005-06,unit_value_vs_own_consumption_valuation,native,Region,10,10,82,22,4,0.16823611831060648,0.3541496055240425,0.24390243902439024,0.1318690049273351,0.06207502529006427,-0.10000657223030403,0.06363422058918734,0.4012232617931415,0.43746126414486136,False
Uganda,2005-06,unit_value_vs_own_consumption_valuation,native,national,10,10,9,9,1,0.4054651081081646,0.458145365937078,0.5555555555555556,,,-0.14115119871151588,0.08242170317172638,,,False
Uganda,2009-10,unit_value_vs_own_consumption_valuation,native,all,10,10,141,29,28,0.0,0.2350018146228674,0.19858156028368795,0.04581488361608056,0.06184010013889887,-0.04667666128837189,0.0399229494811093,0.3830172657267291,0.32130090862493593,False
Uganda,2009-10,unit_value_vs_own_consumption_valuation,native,District,10,10,55,10,23,0.0,0.2453114582242355,0.12727272727272726,-0.00498232433012899,0.1154412303192944,0.038524915505733524,0.031149626191859278,0.730332354393682,0.1716920160020357,False
Uganda,2009-10,unit_value_vs_own_consumption_valuation,native,Region,10,10,78,24,4,0.0,0.22314357118242567,0.24358974358974358,0.0726205129647098,0.07874040538789456,-0.058407457047688044,0.043887056375348586,0.35448543606051097,0.35877791984623086,False
Uganda,2009-10,unit_value_vs_own_consumption_valuation,native,national,10,10,8,7,1,0.0,0.2664681906436326,0.25,,,-0.11943516326678456,0.204487478346651,,,False
Uganda,2010-11,unit_value_vs_own_consumption_valuation,native,all,10,10,121,28,8,0.0948508320457897,0.4054651081081646,0.33884297520661155,-0.09317024706851991,0.05045565679712313,0.04651957503770434,0.04229402708109846,0.3888157218100762,0.41055159525126544,False
Uganda,2010-11,unit_value_vs_own_consumption_valuation,native,District,10,10,7,6,3,0.3465735902799718,0.4074101549379061,0.42857142857142855,,,,,,,True
