t,j,u,geo_level,geo,lp_unit_value,n_unit_value,lp_own_consumption_valuation,n_own_consumption_valuation,lp_crop_sale_price,n_crop_sale_price,gap_1_3,gap_1_4,gap_3_4,position
2011-12,Sweet Potatoes,Plastic Basin (15 lts),Region,Western,8.699514748210191,11,8.517193191416238,114,8.482696755672762,26,0.18232155679395312,0.21681799253742895,0.03449643574347583,0.15910319683234206
2013-14,Beans,Kg,Region,Central,7.600902459542082,295,7.313220387090301,170,7.090076835776092,96,0.2876820724517808,0.5108256237659905,0.2231435513142097,0.4368292053736754
2013-14,Beans,Kg,Region,Eastern,7.600902459542082,185,7.313220387090301,207,6.907755278982137,250,0.2876820724517808,0.6931471805599454,0.4054651081081646,0.5849625007211564
2013-14,Beans,Kg,Region,Northern,7.648557549444245,40,7.090076835776092,23,7.2078598714324755,75,0.5584807136681533,0.4406976780117695,-0.11778303565638382,-0.26726493361110526
2013-14,Beans,Kg,Region,Western,7.600902459542082,106,7.313220387090301,144,6.907755278982137,162,0.2876820724517808,0.6931471805599454,0.4054651081081646,0.5849625007211564
2013-14,Cassava,Heap (Medium),Region,Central,7.600902459542082,70,7.600902459542082,75,7.600902459542082,5,0.0,0.0,0.0,
2013-14,Cassava,Plastic Basin (15 lts),Region,Northern,8.987196820661973,17,8.85366542803745,78,9.09876859631908,24,0.13353139262452274,-0.11157177565710619,-0.24510316828162892,2.1968205385106097
2013-14,Ground Nuts,Kg,Region,Eastern,8.294049640102028,126,8.006367567650246,48,7.313220387090301,26,0.2876820724517817,0.9808292530117262,0.6931471805599445,0.706695052611423
2013-14,Ground Nuts,Kg,Region,Western,8.294049640102028,106,8.006367567650246,16,7.824046010856292,22,0.2876820724517817,0.4700036292457357,0.182321556793954,0.3879152105411284
2013-14,Maize,Kg,Region,Central,7.495541943884256,487,7.313220387090301,100,6.214608098422191,147,0.1823215567939549,1.280933845462065,1.09861228866811,0.8576651265482123
2013-14,Maize,Kg,Region,Eastern,7.313220387090301,269,7.24422751560335,152,6.214608098422191,160,0.06899287148695166,1.09861228866811,1.0296194171811583,0.9371999820149524
2013-14,Maize,Kg,Region,Northern,7.495541943884256,79,7.313220387090301,18,6.214608098422191,58,0.1823215567939549,1.280933845462065,1.09861228866811,0.8576651265482123
2013-14,Maize,Kg,Region,Western,7.600902459542082,318,7.3777589082278725,51,6.214608098422191,78,0.2231435513142097,1.3862943611198908,1.163150809805681,0.8390359525563189
2013-14,Matoke,Bunch (Big),Region,Central,9.903487552536127,36,9.472704636443673,27,9.01750913157019,122,0.4307829160924541,0.8859784209659374,0.45519550487348326,0.5137771915225731
2013-14,Matoke,Bunch (Big),Region,Western,9.504233704427243,12,9.210340371976184,26,9.210340371976184,39,0.2938933324510593,0.2938933324510593,0.0,0.0
2013-14,Matoke,Bunch (Medium),Region,Central,9.615805480084347,62,8.85366542803745,96,8.699514748210191,143,0.762140052046897,0.916290731874156,0.15415067982725894,0.1682333722965454
2013-14,Matoke,Bunch (Medium),Region,Eastern,8.987196820661973,21,8.517193191416238,68,8.517193191416238,84,0.4700036292457348,0.4700036292457348,0.0,0.0
2013-14,Matoke,Bunch (Medium),Region,Western,8.922658299524402,68,8.699514748210191,151,8.699514748210191,401,0.2231435513142106,0.2231435513142106,0.0,0.0
2013-14,Matoke,Bunch (Small),Region,Central,8.517193191416238,35,8.294049640102028,191,8.294049640102028,67,0.2231435513142106,0.2231435513142106,0.0,0.0
2013-14,Matoke,Bunch (Small),Region,Eastern,8.517193191416238,13,8.294049640102028,106,8.083442907563875,20,0.2231435513142106,0.4337502838523637,0.2106067325381531,0.4855483451622078
2013-14,Matoke,Bunch (Small),Region,Western,8.517193191416238,27,8.294049640102028,231,8.294049640102028,72,0.2231435513142106,0.2231435513142106,0.0,0.0
2013-14,Millet,Kg,Region,Eastern,7.313220387090301,39,6.998916057379114,78,6.907755278982137,27,0.31430432971118716,0.4054651081081646,0.09116077839697745,0.22483014339339596
2013-14,Millet,Kg,Region,Western,7.600902459542082,63,7.600902459542082,97,6.998916057379114,16,0.0,0.601986402162968,0.601986402162968,1.0
2013-14,Rice,Kg,Region,Eastern,7.783224016336037,224,7.600902459542082,21,7.495541943884256,17,0.1823215567939549,0.2876820724517808,0.10536051565782589,0.3662394210382563
2013-14,Sorghum,Kg,Region,Eastern,6.907755278982137,23,6.907755278982137,32,6.620073206530356,16,0.0,0.2876820724517808,0.2876820724517808,1.0
