pair,u,j,n_cells,median_gap,ratio,in_30_50
unit_value_vs_community_price,Birchiko Small,Linseed,2,-0.0821260167430089,0.9211558703193815,False
unit_value_vs_community_price,Birchiko Small,Milk,2,0.09432355778536716,1.0989152509857711,False
unit_value_vs_community_price,Birchiko Small,Salt,2,-0.6931471805599453,0.5,False
unit_value_vs_community_price,Birchiko Small,Berbere,1,-0.693147180559945,0.5000000000000002,False
unit_value_vs_community_price,Birchiko Small,Field Pea,1,0.6931471805599452,1.9999999999999998,False
unit_value_vs_community_price,Birchiko Small,Ground nuts,1,0.8109302162163288,2.25,False
unit_value_vs_community_price,Birchiko Small,Haricot Beans,1,0.0,1.0,False
unit_value_vs_community_price,Birchiko Small,Oils,1,0.0,1.0,False
unit_value_vs_community_price,Birchiko Small,Soda,1,0.5108256237659909,1.6666666666666672,False
unit_value_vs_community_price,Cubic Centimeter,Milk,3,0.024097551579060017,1.0243902439024386,False
unit_value_vs_community_price,Cup,Coffee,1,-0.6931471805599453,0.5,False
unit_value_vs_community_price,Cup,Milk,1,0.8472978603872034,2.333333333333333,False
unit_value_vs_community_price,Cup,Salt,1,0.0,1.0,False
unit_value_vs_community_price,Esir Large,Leafy Greens,5,0.0,1.0,False
unit_value_vs_community_price,Esir Large,Chat/Kat,2,0.10652109882772498,1.1124013965635147,False
unit_value_vs_community_price,Esir Large,Cheese,2,-0.18942142542437912,0.8274377299117183,False
unit_value_vs_community_price,Esir Large,Kocho,2,-0.6555500279170361,0.5191564335105264,False
unit_value_vs_community_price,Esir Medium,Leafy Greens,48,0.0,1.0,False
unit_value_vs_community_price,Esir Medium,Chat/Kat,6,-0.5493061443340546,0.577350269189626,False
unit_value_vs_community_price,Esir Medium,Cheese,3,0.028579206919974176,1.028991510855053,False
unit_value_vs_community_price,Esir Medium,Kocho,3,2.207274913189721,9.090909090909093,False
unit_value_vs_community_price,Esir Medium,Bula,2,-0.48132271546314453,0.6179654585112234,False
unit_value_vs_community_price,Esir Medium,Butter/ghee,1,-0.1823215567939549,0.8333333333333331,False
unit_value_vs_community_price,Esir Medium,Onion,1,0.0,1.0,False
unit_value_vs_community_price,Esir Small,Leafy Greens,12,0.0,1.0,False
unit_value_vs_community_price,Esir Small,Chat/Kat,4,-0.48913585133917037,0.6131560232687129,False
unit_value_vs_community_price,Esir Small,Cheese,3,-0.4054651081081637,0.6666666666666671,False
unit_value_vs_community_price,Esir Small,Bula,2,0.6931471805599456,2.0000000000000004,False
unit_value_vs_community_price,Esir Small,Butter/ghee,2,-1.1512925464970227,0.31622776601683794,False
unit_value_vs_community_price,Esir Small,Kocho,2,1.5992324138040366,4.949232003839765,False
unit_value_vs_community_price,Festal Medium,Chat/Kat,1,-1.3862943611198904,0.25000000000000006,False
unit_value_vs_community_price,Festal Small,Chat/Kat,7,-0.182321556793954,0.8333333333333338,False
unit_value_vs_community_price,Festal Small,Kariya,2,0.033382848156130684,1.0339463079143412,False
unit_value_vs_community_price,Festal Small,Ground nuts,1,0.693147180559945,1.9999999999999993,False
unit_value_vs_community_price,Festal Small,Salt,1,-0.5108256237659909,0.5999999999999999,False
unit_value_vs_community_price,Gram,Salt,152,0.0,1.0,False
unit_value_vs_community_price,Gram,Coffee,86,0.0,1.0,False
unit_value_vs_community_price,Gram,Tea,85,0.0,1.0,False
unit_value_vs_community_price,Gram,Onion,50,0.0,1.0,False
unit_value_vs_community_price,Gram,Sugar,44,0.0,1.0,False
unit_value_vs_community_price,Gram,Horsebeans,27,0.03922071315328157,1.0400000000000003,False
unit_value_vs_community_price,Gram,Lentils,24,0.2867679549180058,1.332115066859172,True
unit_value_vs_community_price,Gram,Chat/Kat,22,0.0,1.0,False
unit_value_vs_community_price,Gram,Field Pea,22,0.1911260298354447,1.2106120157004399,False
unit_value_vs_community_price,Gram,Potato,19,0.0,1.0,False
unit_value_vs_community_price,Gram,Chick Pea,13,0.30748469974796055,1.3599999999999999,True
unit_value_vs_community_price,Gram,Haricot Beans,10,0.19109625458121338,1.210575969956535,False
unit_value_vs_community_price,Gram,Wheat,10,0.16988677539977903,1.1851706532498396,False
unit_value_vs_community_price,Gram,Maize,9,0.0,1.0,False
unit_value_vs_community_price,Gram,Sorghum,9,0.2374955853783871,1.2680693987317884,False
unit_value_vs_community_price,Gram,Teff,9,0.00019291984240421556,1.0001929384526338,False
unit_value_vs_community_price,Gram,Butter/ghee,8,-0.03974027303379524,0.9610390144878351,False
unit_value_vs_community_price,Gram,Banana,7,0.0,1.0,False
unit_value_vs_community_price,Gram,Barley,7,0.4054651081081637,1.499999999999999,True
unit_value_vs_community_price,Gram,Berbere,7,0.0,1.0,False
unit_value_vs_community_price,Gram,Linseed,7,0.14149956227369964,1.1520000000000001,False
unit_value_vs_community_price,Gram,Tomato,6,0.02439508208471608,1.02469507659596,False
unit_value_vs_community_price,Gram,Niger Seed,5,0.051293294387551036,1.052631578947369,False
unit_value_vs_community_price,Gram,Kariya,4,0.0,1.0,False
unit_value_vs_community_price,Gram,Leafy Greens,4,0.22793372883457352,1.2560020859521719,False
unit_value_vs_community_price,Gram,Milk,4,-0.02569456212193799,0.9746327339046479,False
unit_value_vs_community_price,Gram,Bula,3,-0.18232155679395445,0.8333333333333335,False
unit_value_vs_community_price,Gram,Cheese,3,0.5207269374140808,1.683250823060347,False
unit_value_vs_community_price,Gram,Ground nuts,3,-0.06899287148695121,0.9333333333333336,False
unit_value_vs_community_price,Gram,Kocho,3,0.35794333376471776,1.4303845636750985,True
unit_value_vs_community_price,Gram,Oils,3,0.0,1.0,False
unit_value_vs_community_price,Gram,Orange,3,0.9555114450274362,2.5999999999999996,False
unit_value_vs_community_price,Gram,Eggs,2,-1.5905979724918116,0.20380370627970723,False
unit_value_vs_community_price,Gram,Millet,2,-0.05034037227510613,0.9509057074726248,False
unit_value_vs_community_price,Gram,Other vegetable,2,0.3352800129651934,1.3983318814643506,True
unit_value_vs_community_price,Gram,Soda,2,0.33947372164954825,1.4042083915924297,True
unit_value_vs_community_price,Gram,Godere,1,0.0,1.0,False
unit_value_vs_community_price,Gram,Mango,1,0.5452270504833234,1.7250000000000005,False
unit_value_vs_community_price,Gram,Other cereal,1,-0.5990498571808303,0.549333333333333,False
