country,u,kg_per_unit
Ethiopia,other(specify),0.6666666666666666
Ethiopia,pack,0.2727272727272727
Ethiopia,pair,0.1893939393939394
Ethiopia,piece/number large,0.2
Ethiopia,piece/number medium,0.15384615384615385
Ethiopia,piece/number small,0.125
Ethiopia,quintal,1.0238780207134637
Ethiopia,roll,1.5151515151515151
Ethiopia,sahin large,0.6180555555555556
Ethiopia,sahin medium,0.6666666666666666
Ethiopia,sahin small,0.6521739130434783
Ethiopia,shekim,3.3333333333333335
Ethiopia,shekim large,0.26276595744680853
Ethiopia,shekim medium,0.75
Ethiopia,shekim small,0.8779279279279278
Ethiopia,sini large,0.17857142857142858
Ethiopia,sini small,0.16
Ethiopia,tasa/tanika/shember/selemon large,0.7
Ethiopia,tasa/tanika/shember/selemon medium,0.5313725490196078
Ethiopia,tasa/tanika/shember/selemon small,0.5
Ethiopia,tuba,0.7083333333333334
Ethiopia,whole animal (poultary),9.23076923076923
Ethiopia,whole animal (sheep),46.0
Ethiopia,zorba/akara large,1.8518518518518519
Ethiopia,zorba/akara medium,2.0
Ethiopia,zorba/akara small,1.3245614035087718
Tanzania,kg,1.0
Tanzania,kilogram,1.0
Tanzania,kilogramme,1.0
Tanzania,kgs,1.0
Tanzania,kilograms,1.0
Tanzania,kilogrammes,1.0
Tanzania,kilo,1.0
Tanzania,kilos,1.0
Tanzania,g,0.001
Tanzania,gram,0.001
Tanzania,gramm,0.001
Tanzania,grams,0.001
Tanzania,gramme,0.001
Tanzania,grammes,0.001
Tanzania,gm,0.001
Tanzania,gms,0.001
Tanzania,milligram,1e-06
Tanzania,l,1.0
Tanzania,litre,1.0
Tanzania,liter,1.0
Tanzania,litres,1.0
Tanzania,liters,1.0
Tanzania,ml,0.001
Tanzania,cl,0.01
Tanzania,millilitre,0.001
Tanzania,milliliter,0.001
Tanzania,millilitres,0.001
Tanzania,milliliters,0.001
Tanzania,mili liter,0.001
Tanzania,pound,0.453592
Tanzania,lbs,0.453592
Tanzania,piece,0.16982446311858077
Niger,kg,1.0
Niger,kilogram,1.0
Niger,kilogramme,1.0
Niger,kgs,1.0
Niger,kilograms,1.0
Niger,kilogrammes,1.0
Niger,kilo,1.0
Niger,kilos,1.0
Niger,g,0.001
Niger,gram,0.001
Niger,gramm,0.001
Niger,grams,0.001
Niger,gramme,0.001
Niger,grammes,0.001
Niger,gm,0.001
Niger,gms,0.001
Niger,milligram,1e-06
Niger,l,1.0
Niger,litre,1.0
Niger,liter,1.0
Niger,litres,1.0
Niger,liters,1.0
Niger,ml,0.001
Niger,cl,0.01
Niger,millilitre,0.001
Niger,milliliter,0.001
Niger,millilitres,0.001
Niger,milliliters,0.001
Niger,mili liter,0.001
Niger,pound,0.453592
Niger,lbs,0.453592
Niger,sac (25 kg),25.0
Niger,sac (100 kg),100.0
Niger,sac (50 kg),50.0
Niger,alvéole,2.3625
Niger,avec os au kg,1.3083056478405317
Niger,avec os au tas,0.499221183800623
Niger,bidon,0.7142857142857143
Niger,boule,0.5942028985507246
Niger,bouquet,0.05
Niger,bouteille,0.4444444444444444
Niger,boîte,0.375
Niger,boîte de nescafé,1.2
Niger,boîte de tomate,0.3333333333333333
Niger,calebasse,0.3268065268065268
Niger,cannette,0.4126682151020437
Niger,carton,3.0775862068965516
Niger,cristal (kantou),0.6217105263157896
Niger,cueillère,0.025
Niger,feuille,0.6666666666666666
Niger,gobelet,0.0071428571428571435
Niger,gousse,0.06868131868131869
Niger,louche,0.03333333333333333
Niger,morceau,0.05
Niger,moudou,0.8531746031746033
Niger,panier,0.9761156505342553
Niger,paquet,0.31654835847382434
Niger,plaquette,0.2556818181818182
Niger,pot,0.43956043956043955
Niger,pot-tarzan,0.03333333333333333
Niger,sachet,0.0875
Niger,sans os au kg,1.6108108108108108
Niger,sans os au tas,1.9375
Niger,seau,1.275
Niger,tas,0.30000000000000004
Niger,tasse,0.7692307692307693
Niger,tiya,1.25
Niger,tongolo,0.6666666666666666
Niger,unité,0.04266342503510323
Niger,waygouizé,0.358974358974359
Mali,kg,1.0
Mali,kilogram,1.0
Mali,kilogramme,1.0
Mali,kgs,1.0
Mali,kilograms,1.0
Mali,kilogrammes,1.0
Mali,kilo,1.0
Mali,kilos,1.0
Mali,g,0.001
Mali,gram,0.001
Mali,gramm,0.001
Mali,grams,0.001
Mali,gramme,0.001
Mali,grammes,0.001
Mali,gm,0.001
Mali,gms,0.001
Mali,milligram,1e-06
Mali,l,1.0
Mali,litre,1.0
Mali,liter,1.0
Mali,litres,1.0
Mali,liters,1.0
Mali,ml,0.001
Mali,cl,0.01
Mali,millilitre,0.001
Mali,milliliter,0.001
Mali,millilitres,0.001
Mali,milliliters,0.001
Mali,mili liter,0.001
Mali,pound,0.453592
Mali,lbs,0.453592
Mali,seau (5 kg),5.0
Mali,seau (10 kg),10.0
Mali,seau (25 kg),25.0
Mali,sac (25 kg),25.0
Mali,alvéole,3.6363636363636362
Mali,autre,0.2857142857142857
Mali,barre,0.09861111111111111
Mali,bidon,0.6
Mali,boite,0.7
Mali,boule,0.03333333333333333
Mali,bouteille,0.5
Mali,boîte,0.8798530762167126
Mali,calebasse,0.13559754851889683
Mali,cannette,0.5714285714285714
Mali,carcasse,8.026315789473685
Mali,carton,3.676913803496082
Mali,centilitre,0.25
Mali,cuillere,0.04000000000000001
Mali,gigot,3.68
Mali,gobelet,0.2916666666666667
Mali,gousse,0.05555555555555555
Mali,louche,0.048809523809523817
Mali,morceau,0.19607843137254902
Mali,moude,0.9883720930232558
Mali,paani,0.16666666666666666
Mali,panier,0.8333333333333334
Mali,paquet,0.2608695652173913
Mali,piece,1.6136363636363638
Mali,pot,0.3333333333333333
Mali,sac large,20.526315789473685
Mali,sac moyen,10.545454545454545
Mali,sac petit,4.05
Mali,sachet,0.11538461538461539
Mali,tas,0.21428571428571427
Mali,tranche,0.034482758620689655
Mali,unité,0.06666666666666667
Mali,verre,0.06666666666666667
EthiopiaRHS,kg,1.0
EthiopiaRHS,kilogram,1.0
EthiopiaRHS,kilogramme,1.0
EthiopiaRHS,kgs,1.0
EthiopiaRHS,kilograms,1.0
EthiopiaRHS,kilogrammes,1.0
EthiopiaRHS,kilo,1.0
EthiopiaRHS,kilos,1.0
EthiopiaRHS,g,0.001
EthiopiaRHS,gram,0.001
EthiopiaRHS,gramm,0.001
EthiopiaRHS,grams,0.001
EthiopiaRHS,gramme,0.001
EthiopiaRHS,grammes,0.001
EthiopiaRHS,gm,0.001
EthiopiaRHS,gms,0.001
EthiopiaRHS,milligram,1e-06
EthiopiaRHS,l,1.0
EthiopiaRHS,litre,1.0
EthiopiaRHS,liter,1.0
EthiopiaRHS,litres,1.0
EthiopiaRHS,liters,1.0
EthiopiaRHS,ml,0.001
EthiopiaRHS,cl,0.01
EthiopiaRHS,millilitre,0.001
EthiopiaRHS,milliliter,0.001
EthiopiaRHS,millilitres,0.001
EthiopiaRHS,milliliters,0.001
EthiopiaRHS,mili liter,0.001
EthiopiaRHS,pound,0.453592
EthiopiaRHS,lbs,0.453592
EthiopiaRHS,100 kg,100.0
EthiopiaRHS,31.0,0.2777777777777778
EthiopiaRHS,83.0,0.4
EthiopiaRHS,95.0,0.3076923076923077
EthiopiaRHS,akara,2.2222222222222223
EthiopiaRHS,bags,15.609756097560977
EthiopiaRHS,baldi,0.02222222222222222
EthiopiaRHS,bars,0.7793522267206479
EthiopiaRHS,bekolo,0.020833333333333332
EthiopiaRHS,bere'lei,0.1736111111111111
EthiopiaRHS,big mada,0.3333333333333333
EthiopiaRHS,bikole,0.09999999999999999
EthiopiaRHS,bilkat,0.3666666666666667
EthiopiaRHS,birchiko,0.18181818181818182
EthiopiaRHS,bobo,0.41
EthiopiaRHS,bottles,0.5833333333333334
EthiopiaRHS,bunch,0.9785714285714286
EthiopiaRHS,bundels,0.25
EthiopiaRHS,butile/shigute,0.41428571428571426
EthiopiaRHS,butille,0.030188679245283016
EthiopiaRHS,chika,0.4157706093189964
EthiopiaRHS,chinet,0.5714285714285714
EthiopiaRHS,dawla,0.05
EthiopiaRHS,dirib,0.25
EthiopiaRHS,efigne,0.05
EthiopiaRHS,enkib,0.6354166666666666
EthiopiaRHS,ensira,2.5
EthiopiaRHS,esir,0.25
EthiopiaRHS,festal,1.4
EthiopiaRHS,gan,0.4605263157894737
EthiopiaRHS,gebete/buchu,0.029166666666666667
EthiopiaRHS,gembo,0.2662162162162162
EthiopiaRHS,guchiye,2.275
EthiopiaRHS,gurzigne,4.0
EthiopiaRHS,jemb,1.875
EthiopiaRHS,kelemeshash,0.16666666666666666
EthiopiaRHS,kerchat,3.6923076923076925
EthiopiaRHS,kidan,1.25
EthiopiaRHS,kil,0.4945054945054945
EthiopiaRHS,kubaya,0.2625
EthiopiaRHS,kuch'belu,0.4
EthiopiaRHS,kunna,1.6666666666666667
EthiopiaRHS,kurbet,2.1
EthiopiaRHS,leaves,0.2222222222222222
EthiopiaRHS,lemba,0.125
EthiopiaRHS,lotterey,0.75
EthiopiaRHS,madaberia,0.19047619047619047
EthiopiaRHS,mankorko,1.0
EthiopiaRHS,medeb,0.2127659574468085
EthiopiaRHS,melekia,0.225
EthiopiaRHS,mesferia,0.125
EthiopiaRHS,mika,0.42857142857142855
EthiopiaRHS,minilik,0.21694862155388472
EthiopiaRHS,number,0.07943661971830987
EthiopiaRHS,packets,0.2857142857142857
EthiopiaRHS,pieces,0.08452380952380953
EthiopiaRHS,safa,16.666666666666668
EthiopiaRHS,sahen,0.30196078431372547
EthiopiaRHS,sefied,15.606060606060606
EthiopiaRHS,shekim,0.8192307692307693
EthiopiaRHS,shirimir,0.5
EthiopiaRHS,silicha,8.903985507246377
EthiopiaRHS,sini,0.14285714285714285
EthiopiaRHS,small kunna,0.375
EthiopiaRHS,small ma,7.0098972211648265
EthiopiaRHS,small tomato can,0.13574660633484165
EthiopiaRHS,spoon,0.012333333333333333
EthiopiaRHS,tassa,0.3181818181818182
EthiopiaRHS,temene,0.09523809523809523
EthiopiaRHS,wesla,0.1111111111111111
EthiopiaRHS,woket,0.10833333333333334
EthiopiaRHS,zurba,1.0555555555555556
GhanaLSS,kg,1.0
GhanaLSS,kilogram,1.0
GhanaLSS,kilogramme,1.0
GhanaLSS,kgs,1.0
GhanaLSS,kilograms,1.0
GhanaLSS,kilogrammes,1.0
GhanaLSS,kilo,1.0
GhanaLSS,kilos,1.0
GhanaLSS,g,0.001
GhanaLSS,gram,0.001
GhanaLSS,gramm,0.001
GhanaLSS,grams,0.001
GhanaLSS,gramme,0.001
GhanaLSS,grammes,0.001
GhanaLSS,gm,0.001
GhanaLSS,gms,0.001
GhanaLSS,milligram,1e-06
GhanaLSS,l,1.0
GhanaLSS,litre,1.0
GhanaLSS,liter,1.0
GhanaLSS,litres,1.0
GhanaLSS,liters,1.0
GhanaLSS,ml,0.001
GhanaLSS,cl,0.01
GhanaLSS,millilitre,0.001
GhanaLSS,milliliter,0.001
GhanaLSS,millilitres,0.001
GhanaLSS,milliliters,0.001
GhanaLSS,mili liter,0.001
GhanaLSS,pound,0.453592
GhanaLSS,lbs,0.453592
GhanaLSS,tot (25ml),0.025
GhanaLSS,american tin,0.453592
GhanaLSS,ball,0.09071839999999999
GhanaLSS,bar,0.05
GhanaLSS,barrel,0.02749042424242424
GhanaLSS,basket,0.5
GhanaLSS,beer bottle,0.37799333333333335
GhanaLSS,blister/strip,0.2256581436221479
GhanaLSS,bowl,0.453592
GhanaLSS,box,0.8164655999999999
GhanaLSS,bucket,0.9090909090909091
GhanaLSS,bunch,0.3685435
GhanaLSS,bundle,0.09071839999999999
GhanaLSS,coil,0.18636363636363634
GhanaLSS,crate,1.1842105263157894
GhanaLSS,dozen,0.5783297999999999
GhanaLSS,fanta bottle,0.2
GhanaLSS,finger,0.045359199999999995
GhanaLSS,heap,0.13886593204775022
GhanaLSS,hours,0.680388
GhanaLSS,loaf,0.18143679999999998
GhanaLSS,log,0.08502272748573088
GhanaLSS,margarin tin,0.22000000000000003
GhanaLSS,maxi bag,0.226796
GhanaLSS,mini bag,0.25
GhanaLSS,minute,0.5
GhanaLSS,other unit,0.13312811987846854
GhanaLSS,packet,0.226796
GhanaLSS,pair,0.034375
GhanaLSS,piece,0.07559866666666666
GhanaLSS,plate,0.1814368
GhanaLSS,pot,0.226796
GhanaLSS,roll,0.27222222222222225
GhanaLSS,satchet,0.07257472
GhanaLSS,set,0.09071839999999999
GhanaLSS,single,0.09071839999999999
GhanaLSS,stick,0.113398
GhanaLSS,tin,0.2
GhanaLSS,tonne,0.3514368
GhanaLSS,tuber,0.33263413333333336
GhanaLSS,visit,0.0726796
GhanaLSS,yard,0.23224932673539622
