country,u,n_rows,n_distinct_j,n_j_with_factor,kg_per_unit_pooled_old,kg_per_unit_pooled_new,kg_per_j_min,kg_per_j_p25,kg_per_j_median,kg_per_j_p75,kg_per_j_max,ratio_max_min
Malawi,Tablespoon,1820,16,12,0.18666666666666668,0.0375,0.007000000000000001,0.00895982142857143,0.01127297410192147,0.020542002012072434,0.044583333333333336,6.369047619047619
Malawi,Packet Unspecified,150,15,5,0.41399999856948855,0.15725000016391277,0.023000000044703487,0.03119999885559082,0.06666666666666667,0.1107427234533484,0.43902439024390244,19.088016930026154
Malawi,Basin (Small),201,15,7,0.974025974025974,0.96,0.8863758424056403,0.9232560303179975,1.40592591519709,1.4758928482021605,2.8125,3.1730332274927795
Malawi,Satchet/Tube (Small),1126,13,5,0.32731360946745564,0.12,0.01,0.0332313341493268,0.0625,0.11125,0.645,64.5
Malawi,Satchet,325,13,6,0.18847352395133704,0.12999999523162842,0.023000000044703487,0.03174999952316284,0.06766666571299235,0.09583333445092042,0.1107427234533484,4.814901010352415
Malawi,No. 24 Plate,26,13,1,1.6809338521400778,0.8152173913043479,1.2,1.2,1.2,1.2,1.2,
Malawi,Packet (Small),118,12,3,0.27749999053776264,0.15000000596046448,0.0125,0.0616213617266742,0.1107427234533484,0.17203802839334087,0.23333333333333334,18.666666666666664
Malawi,Satchet/Tube (Large),1918,11,3,0.5784051724137931,0.19712415932610222,0.04957160342717258,0.08627017671358629,0.12296875,0.12398437500000001,0.125,2.521604938271605
Malawi,Polythene Bag,37,10,3,0.29892518440463645,0.32056359737766527,0.08333333333333333,0.16666666666666666,0.25,0.39687499552965166,0.5437499910593033,6.52499989271164
Malawi,"Heap (Small, special)",56,10,1,0.6,0.3199110122358176,0.16,0.16,0.16,0.16,0.16,
Malawi,Whole,39,10,2,3.8655462184873954,3.9141537592961235,1.68,2.2944827586206897,2.9089655172413793,3.5234482758620693,4.137931034482759,2.4630541871921183
Malawi,Basket unshelled,19,10,1,1.125,1.1153225806451612,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,
Malawi,Satchet/Tube (Medium),1975,10,4,0.4605479452054794,0.1591936728395062,0.04957160342717258,0.09005129126775203,0.10385559360730592,0.10919270833333333,0.12427083333333333,2.5068955761316873
Malawi,Packet(Small),53,10,1,0.66,0.36,0.1642500006146729,0.1642500006146729,0.1642500006146729,0.1642500006146729,0.1642500006146729,
