country,u,n_rows,n_distinct_j,n_j_with_factor,kg_per_unit_pooled_old,kg_per_unit_pooled_new,kg_per_j_min,kg_per_j_p25,kg_per_j_median,kg_per_j_p75,kg_per_j_max,ratio_max_min
Malawi,No. 12 plate,1432,43,27,0.30800000000000005,0.2,0.022727272727272728,0.21000000000000002,0.3333333333333333,0.5768398268398268,1.0,44.0
Malawi,No.10 Plate (Flat),2679,41,19,0.32857142857142857,0.23333333333333334,0.01,0.1466181506849315,0.28,0.5354166666666667,4.3168719649670475,431.68719649670476
Malawi,Satchet/Tube,12884,40,14,0.23684210196096145,0.13075000047683716,0.001,0.02125,0.061490863787375415,0.17118055555555556,51.5625,51562.5
Malawi,No.10 Plate (Heaped),3505,39,17,0.48,0.2777777777777778,0.03,0.15625,0.28500000000000003,0.4166666666666667,11.392499999999998,379.74999999999994
Malawi,Basin,284,38,12,0.3333333333333333,0.1451127819548872,0.00487012987012987,0.18753768844221105,0.5480769230769231,1.3385417001942794,5.0,1026.6666666666667
Malawi,Pail,460,38,13,2.0487804878048785,2.0,0.7075838949370934,1.26,2.4,4.5,6.96,9.836289448926431
Malawi,Heap (Large),1108,37,15,0.5666666666666667,0.28,0.03571428571428571,0.4121666666666667,0.8460342146189735,0.99875,2.3499999999999996,65.8
Malawi,Pail (Small),656,34,17,2.0,1.8377192982456139,0.09,1.0104166666666667,3.1800000000000006,4.0,6.898125,76.64583333333334
Malawi,Pail large,170,33,6,1.9375,2.4929378531073447,6.666666666666667,9.916176470588235,12.132352941176471,14.375,15.0,2.25
Malawi,Plate,384,30,4,1.337162162162162,0.7000000000000001,0.021875,0.1533854166666667,0.24236111111111114,0.340625,0.5,22.857142857142858
Malawi,Bunch,7337,30,14,0.3,0.06666666666666667,0.0225,0.1552500002682209,0.22055555555555556,0.47375,2.2235555555555555,98.8246913580247
Malawi,Satchet/Tube/Packet,1863,28,10,0.3820820298922488,0.14814814814814814,0.007575757575757576,0.02892857142857143,0.04441809988911695,0.16923076923076924,0.5833333333333334,77.0
Malawi,Pail small,164,27,10,1.380952380952381,1.4642857142857144,1.0,4.2,7.916666666666666,11.323529411764707,12.5,12.5
Malawi,Teaspoon,5798,27,13,0.10893162393162392,0.048,0.00254385968702927,0.006666666666666667,0.011607142857142858,0.026234567901234566,0.3333333333333333,131.03448080605475
Malawi,Tin,56,26,3,1.35,1.2,0.08125,0.11133207070707071,0.14141414141414144,0.40091540404040404,0.6604166666666667,8.128205128205128
Malawi,Pail (Medium),384,24,7,3.75,3.5714285714285716,0.13043478260869565,0.8695312333106995,4.8,7.114450549450549,11.681581685744018,89.55879292403748
Malawi,Bunch (Medium),2408,23,8,0.4,0.14285714285714285,0.22830985915492957,0.32461693548387094,0.46484375,0.55075,2.52,11.03763109191857
Malawi,Pail (Large),350,23,7,4.666666666666667,4.47,1.5416666666666667,8.30375,10.440000000000001,12.571428571428571,15.479999999999999,10.04108108108108
Malawi,No 12 Plate,2151,22,15,0.28,0.2450000023841858,0.08874999781449636,0.260625,0.37259615384615385,0.4729328793774319,1.2058333476384482,13.586854955859934
Malawi,Bottle,479,21,4,1.5,0.5,0.1,0.17500000000000002,0.255,0.33852678571428574,0.42410714285714285,4.241071428571428
Malawi,Bottle (Small),394,21,8,0.9442832138012549,0.413591755582433,0.1516666611035665,0.2924288438392743,0.33247024122448193,0.4109848484848485,0.542247191011236,3.5752563356093083
Malawi,Bunch (Large),1953,18,10,0.4605263157894737,0.16666666666666669,0.14,0.3724344758064516,0.5526666666666666,0.975,3.0000000000000004,21.42857142857143
Malawi,nan,34,18,1,,0.05654761904761905,0.002442561645436485,0.002442561645436485,0.002442561645436485,0.002442561645436485,0.002442561645436485,
Malawi,Bunch (Small),1527,17,7,0.30761154369052035,0.09547314578005114,0.1153225806451613,0.15337499999999998,0.192,0.2794882629107981,0.5333333333333333,4.624708624708624
Malawi,Basket shelled,33,17,1,1.3333333333333333,0.7692307692307693,5.0,5.0,5.0,5.0,5.0,
