wave,basis,seed,regime,partition,status,error,n_groups,n_fit_goods,n_fit_cells,fit_coverage,score_coverage,core_complete,core_mse,core_mean_error,outside_core_coverage,outside_core_mse,scale,origin,loading_spread,nonpositive_loadings,n_unidentified_markets,core_rmse,n_train,n_evaluation,n_comparison,comparison_weight_share,n_scored,n_warnings,train_score_coverage,n_train_scored,legacy_fit_coverage,legacy_n_fit_cells,legacy_n_fit_goods,legacy_error
2019-20,purchased,12,unequal,fine,ok,,114,26,1655,0.8787067929174859,0.9527000801087543,True,0.008814648600914713,-0.001908135559853539,0.6384974640938871,0.0410507125983192,1.6048104829226195,-0.002429546792245079,0.5938999153776827,0,0,0.09388636003656076,1857.0,1238.0,1102.0,0.8691574326783422,1194.0,0.0,0.9712337787157864,1804.0,0.6538612116298591,1167.0,26.0,
2019-20,purchased,12,unequal,curated,ok,,72,28,1672,0.8928425676445423,0.9528978975013578,True,0.009287484461912177,-0.0021310451092829428,0.6400093374593586,0.03654573385932164,1.6114109188238799,0.0013460372105037238,0.5257613739032768,0,0,0.09637159572152044,1857.0,1238.0,1102.0,0.8691574326783422,1195.0,0.0,0.9716750312003418,1807.0,0.7701845918625336,1435.0,28.0,
2019-20,purchased,13,masked,fine,ok,,114,26,1651,0.8791302405340294,0.9665208552679136,True,0.005167527086978083,-0.00011062095634363705,0.7324500542356233,0.018620652152355838,1.6217652747242688,-0.0019270101094572378,0.5015838326458564,0,0,0.071885513749142,1857.0,1238.0,1104.0,0.8748676826061839,1205.0,0.0,0.9624183611971969,1794.0,0.5954023652333537,1045.0,26.0,
2019-20,purchased,13,masked,curated,ok,,72,28,1665,0.8889982464434816,0.9672084121087828,True,0.0055639066034988156,0.002453389853211733,0.7379446926726729,0.01299870482876645,1.6609478756172675,-0.005326613532254142,0.5091001630276452,0,0,0.07459159874609751,1857.0,1238.0,1104.0,0.8748676826061839,1208.0,0.0,0.9624183611971969,1794.0,0.7672331684593547,1434.0,28.0,
2019-20,purchased,13,substitutes,fine,ok,,114,26,1651,0.8791302405340294,0.9665208552679136,True,0.006284146428742076,-0.0013109903537690797,0.7324500542356233,0.029607195514492323,1.6070598698089311,0.0004237356232363818,0.5032655585365665,0,0,0.07927260831297325,1857.0,1238.0,1104.0,0.8748676826061839,1205.0,0.0,0.9624183611971969,1794.0,0.5954023652333537,1045.0,26.0,
2019-20,purchased,13,substitutes,curated,ok,,72,28,1665,0.8889982464434816,0.9672084121087828,True,0.004577476472811328,0.0007476397581048936,0.7379446926726729,0.009387605981072925,1.6523005440702752,-0.0027555114690739416,0.5026471135719985,0,0,0.06765705042943661,1857.0,1238.0,1104.0,0.8748676826061839,1208.0,0.0,0.9624183611971969,1794.0,0.7672331684593547,1434.0,28.0,
2019-20,purchased,13,unequal,fine,ok,,114,26,1651,0.8791302405340294,0.9665208552679136,True,0.0077267791030237514,-0.0010026804743101007,0.7324500542356233,0.026299885422841073,1.5158696148469804,-0.0020828674239574455,0.6346050969393882,0,0,0.08790209953706311,1857.0,1238.0,1104.0,0.8748676826061839,1205.0,0.0,0.9624183611971969,1794.0,0.5954023652333537,1045.0,26.0,
2019-20,purchased,13,unequal,curated,ok,,72,28,1665,0.8889982464434816,0.9672084121087828,True,0.007132093002798183,0.00025494551928828963,0.7379446926726729,0.02234116348498828,1.5733601007711273,-0.003591900783562551,0.5342433215416098,0,0,0.08445171995168708,1857.0,1238.0,1104.0,0.8748676826061839,1208.0,0.0,0.9624183611971969,1794.0,0.7672331684593547,1434.0,28.0,
2019-20,total,11,masked,fine,ok,,114,35,1727,0.922094790195842,0.9771663987514644,True,0.002140196960595281,0.0012574680645003552,0.7967223196785485,0.017761233907542515,2.062920239914601,0.0006059125132221361,0.4646167812043804,0,0,0.04626226281317507,1857.0,1238.0,1128.0,0.8876728561029029,1214.0,0.0,0.9763841000029685,1822.0,0.834297241856688,1559.0,35.0,
2019-20,total,11,masked,curated,ok,,72,32,1742,0.9272289702548724,0.9771663987514644,True,0.0034379589525356884,0.005338394031659566,0.7967223196785485,0.01672919532341063,1.942196112945152,-0.0013341865019286748,0.4694226470433913,0,0,0.058634110827535266,1857.0,1238.0,1128.0,0.8876728561029029,1214.0,0.0,0.976137001246275,1821.0,0.8825695466850999,1664.0,32.0,
2019-20,total,11,substitutes,fine,ok,,114,35,1727,0.922094790195842,0.9771663987514644,True,0.0044117982934402285,-0.0035767780737109207,0.7967223196785485,0.024324178026468423,2.0561866360927867,0.003632372741560595,0.46697120805509124,0,0,0.06642136925297633,1857.0,1238.0,1128.0,0.8876728561029029,1214.0,0.0,0.9763841000029685,1822.0,0.834297241856688,1559.0,35.0,
